W_age,W_edu,H_edu,Children,W_religion,W_work,H_occ,SoL,Media,Class
1.150428,-1.93031,-0.52659,2.433945,0.419021,0.578134,0.99725,-1.161823,3.53748,0
1.272017,-1.93031,-1.751973,2.009811,0.419021,-1.729702,0.99725,-2.186593,-0.282687,0
-0.916579,0.040814,-0.52659,0.313277,0.419021,0.578134,0.99725,-1.161823,-0.282687,0
1.150428,-0.944748,-1.751973,-0.110856,0.419021,0.578134,0.99725,0.887716,-0.282687,0
-0.551813,-0.944748,-1.751973,-0.959123,0.419021,0.578134,-0.159403,0.887716,-0.282687,0
-0.551813,-1.93031,-2.977356,-0.110856,0.419021,0.578134,0.99725,-2.186593,-0.282687,0
1.758372,-0.944748,-0.52659,-1.383257,0.419021,-1.729702,-1.316056,-0.137053,-0.282687,0
1.87996,-0.944748,0.698793,-0.53499,0.419021,0.578134,-1.316056,-0.137053,-0.282687,0
0.907251,1.026376,0.698793,-0.53499,-2.386515,0.578134,-1.316056,0.887716,-0.282687,0
-0.551813,-0.944748,-1.751973,-0.959123,0.419021,0.578134,0.99725,-1.161823,-0.282687,0
-0.916579,-1.93031,0.698793,-0.959123,0.419021,0.578134,-0.159403,-2.186593,-0.282687,0
-0.065458,1.026376,0.698793,-0.53499,0.419021,0.578134,-0.159403,-0.137053,-0.282687,0
1.515194,1.026376,0.698793,-1.383257,0.419021,0.578134,-0.159403,0.887716,-0.282687,0
-0.79499,1.026376,0.698793,-0.959123,0.419021,0.578134,-1.316056,0.887716,-0.282687,0
-0.79499,1.026376,0.698793,-1.383257,0.419021,-1.729702,-1.316056,0.887716,-0.282687,0
-0.187047,1.026376,0.698793,-1.383257,0.419021,-1.729702,-1.316056,0.887716,-0.282687,0
2.001549,1.026376,0.698793,1.585678,-2.386515,0.578134,-0.159403,0.887716,-0.282687,0
0.907251,0.040814,0.698793,2.009811,0.419021,0.578134,0.99725,-0.137053,-0.282687,0
0.177719,1.026376,0.698793,-0.959123,-2.386515,-1.729702,-0.159403,-0.137053,-0.282687,0
0.420897,-0.944748,0.698793,0.737411,0.419021,0.578134,-0.159403,-0.137053,-0.282687,0
-1.524522,-0.944748,-1.751973,-0.53499,0.419021,0.578134,-0.159403,-1.161823,3.53748,0
1.272017,1.026376,0.698793,0.737411,0.419021,-1.729702,-1.316056,0.887716,-0.282687,0
0.542485,0.040814,0.698793,1.585678,0.419021,0.578134,-0.159403,-2.186593,-0.282687,0
-1.402933,-0.944748,-0.52659,-1.383257,0.419021,0.578134,0.99725,0.887716,-0.282687,0
2.001549,1.026376,0.698793,1.161544,0.419021,0.578134,-1.316056,-1.161823,-0.282687,0
1.150428,0.040814,-0.52659,2.858078,0.419021,0.578134,0.99725,-0.137053,-0.282687,0
-1.524522,-0.944748,-0.52659,-0.959123,0.419021,0.578134,-0.159403,-0.137053,-0.282687,0
1.758372,-1.93031,-1.751973,-0.53499,0.419021,-1.729702,-1.316056,-0.137053,-0.282687,0
-1.281345,-0.944748,-0.52659,-0.959123,0.419021,0.578134,-0.159403,-2.186593,-0.282687,0
-0.673401,-0.944748,0.698793,-0.959123,0.419021,-1.729702,-1.316056,-0.137053,-0.282687,0
-1.038167,-0.944748,0.698793,-0.959123,0.419021,0.578134,0.99725,-2.186593,-0.282687,0
1.393606,1.026376,-1.751973,2.009811,0.419021,0.578134,0.99725,-0.137053,-0.282687,0
-0.308635,-0.944748,-0.52659,-0.110856,0.419021,0.578134,0.99725,-2.186593,-0.282687,0
-1.159756,0.040814,0.698793,-0.53499,0.419021,0.578134,0.99725,0.887716,-0.282687,0
-0.916579,1.026376,0.698793,-0.959123,0.419021,-1.729702,0.99725,-0.137053,-0.282687,0
1.758372,-0.944748,-0.52659,0.313277,0.419021,0.578134,-0.159403,-0.137053,-0.282687,0
1.87996,-0.944748,-0.52659,2.009811,0.419021,0.578134,-1.316056,0.887716,-0.282687,0
-0.430224,-0.944748,-0.52659,-0.959123,0.419021,0.578134,-1.316056,-2.186593,-0.282687,0
-0.430224,-0.944748,-0.52659,-0.959123,0.419021,0.578134,-1.316056,-1.161823,-0.282687,0
-1.402933,0.040814,0.698793,-1.383257,0.419021,0.578134,-0.159403,-0.137053,-0.282687,0
-1.402933,0.040814,0.698793,-0.959123,0.419021,0.578134,-0.159403,-0.137053,-0.282687,0
-0.430224,1.026376,0.698793,-1.383257,0.419021,-1.729702,-0.159403,0.887716,-0.282687,0
1.515194,0.040814,0.698793,-0.110856,0.419021,0.578134,-1.316056,0.887716,-0.282687,0
0.056131,-0.944748,-0.52659,-0.53499,0.419021,0.578134,0.99725,-1.161823,-0.282687,0
0.664074,1.026376,0.698793,-0.959123,0.419021,-1.729702,-1.316056,0.887716,-0.282687,0
-1.038167,1.026376,0.698793,-1.383257,-2.386515,0.578134,-1.316056,0.887716,-0.282687,0
2.001549,1.026376,0.698793,1.161544,-2.386515,-1.729702,-1.316056,0.887716,-0.282687,0
-1.038167,-0.944748,0.698793,-0.959123,0.419021,-1.729702,2.153903,0.887716,-0.282687,0
-0.551813,1.026376,0.698793,-1.383257,-2.386515,-1.729702,-1.316056,0.887716,-0.282687,0
-0.308635,1.026376,0.698793,-0.53499,0.419021,0.578134,-1.316056,0.887716,-0.282687,0
0.056131,1.026376,0.698793,-0.53499,0.419021,0.578134,-1.316056,0.887716,-0.282687,0
-0.916579,1.026376,0.698793,-0.959123,0.419021,0.578134,-1.316056,-0.137053,-0.282687,0
0.299308,1.026376,0.698793,-0.110856,-2.386515,0.578134,-1.316056,0.887716,-0.282687,0
-0.673401,-0.944748,0.698793,0.313277,0.419021,0.578134,-1.316056,0.887716,-0.282687,0
-1.038167,-0.944748,-1.751973,-0.110856,0.419021,-1.729702,-0.159403,-2.186593,-0.282687,0
-0.916579,-0.944748,-0.52659,-1.383257,0.419021,0.578134,-0.159403,-2.186593,-0.282687,0
1.636783,-0.944748,0.698793,1.161544,0.419021,0.578134,-1.316056,0.887716,-0.282687,0
-0.79499,-0.944748,-1.751973,-0.110856,0.419021,0.578134,-0.159403,-2.186593,-0.282687,0
0.664074,-0.944748,-1.751973,-0.959123,0.419021,-1.729702,0.99725,-1.161823,-0.282687,0
1.758372,-1.93031,-1.751973,-0.110856,0.419021,0.578134,-1.316056,-0.137053,-0.282687,0
1.02884,-1.93031,-0.52659,2.858078,0.419021,0.578134,-0.159403,-0.137053,3.53748,0
1.02884,-0.944748,-0.52659,-0.959123,0.419021,-1.729702,-0.159403,-0.137053,-0.282687,0
-0.551813,1.026376,0.698793,0.737411,0.419021,0.578134,-0.159403,-2.186593,-0.282687,0
-1.889288,-0.944748,-1.751973,-0.110856,0.419021,0.578134,0.99725,-2.186593,-0.282687,0
-0.673401,-0.944748,-0.52659,0.737411,0.419021,0.578134,-0.159403,-2.186593,-0.282687,0
-0.673401,-1.93031,-1.751973,0.313277,0.419021,0.578134,0.99725,-2.186593,3.53748,0
-1.646111,-0.944748,-0.52659,-1.383257,0.419021,-1.729702,-0.159403,-1.161823,-0.282687,0
-0.673401,-0.944748,0.698793,-0.110856,0.419021,-1.729702,0.99725,-1.161823,-0.282687,0
-0.79499,1.026376,-0.52659,0.313277,0.419021,0.578134,-0.159403,-0.137053,-0.282687,0
-1.159756,-0.944748,0.698793,-0.53499,0.419021,0.578134,0.99725,-0.137053,-0.282687,0
0.907251,0.040814,-0.52659,-0.110856,0.419021,0.578134,0.99725,-1.161823,-0.282687,0
-1.281345,1.026376,0.698793,-1.383257,0.419021,0.578134,-1.316056,-2.186593,-0.282687,0
1.393606,0.040814,0.698793,0.313277,0.419021,-1.729702,-1.316056,-0.137053,-0.282687,0
-0.430224,-0.944748,-0.52659,-0.53499,0.419021,0.578134,0.99725,-2.186593,-0.282687,0
-0.79499,-0.944748,-0.52659,-0.110856,0.419021,0.578134,0.99725,-2.186593,-0.282687,0
1.515194,1.026376,0.698793,-0.959123,0.419021,-1.729702,0.99725,-0.137053,-0.282687,0
-0.065458,0.040814,-0.52659,1.585678,0.419021,-1.729702,-0.159403,-0.137053,-0.282687,0
-1.402933,1.026376,0.698793,-0.959123,0.419021,0.578134,-1.316056,0.887716,-0.282687,0
-0.187047,-0.944748,-1.751973,0.313277,0.419021,0.578134,0.99725,-0.137053,-0.282687,0
-1.402933,0.040814,0.698793,-1.383257,0.419021,0.578134,-1.316056,-0.137053,-0.282687,0
0.542485,1.026376,0.698793,-0.959123,0.419021,0.578134,-1.316056,0.887716,-0.282687,0
0.177719,1.026376,0.698793,-0.110856,-2.386515,-1.729702,0.99725,-0.137053,-0.282687,0
1.393606,0.040814,0.698793,-0.959123,0.419021,0.578134,-1.316056,-0.137053,-0.282687,0
2.001549,1.026376,-0.52659,0.737411,0.419021,0.578134,-0.159403,-0.137053,-0.282687,0
-0.79499,-0.944748,-0.52659,-0.53499,0.419021,0.578134,0.99725,-0.137053,-0.282687,0
0.664074,-1.93031,-1.751973,-0.959123,0.419021,0.578134,-0.159403,0.887716,3.53748,0
0.420897,-0.944748,-0.52659,0.737411,0.419021,0.578134,-0.159403,-0.137053,-0.282687,0
-0.79499,0.040814,0.698793,-0.53499,0.419021,0.578134,0.99725,-0.137053,-0.282687,0
-1.524522,-0.944748,-0.52659,-0.959123,-2.386515,0.578134,0.99725,-1.161823,-0.282687,0
1.393606,-0.944748,-2.977356,-0.110856,0.419021,-1.729702,0.99725,-1.161823,-0.282687,0
-0.187047,0.040814,0.698793,-0.53499,0.419021,0.578134,-1.316056,-1.161823,3.53748,0
1.515194,1.026376,0.698793,-0.959123,0.419021,0.578134,-1.316056,-0.137053,-0.282687,0
0.420897,-0.944748,-0.52659,-0.53499,0.419021,0.578134,0.99725,-1.161823,3.53748,0
1.272017,-1.93031,-0.52659,-0.53499,0.419021,-1.729702,-0.159403,-1.161823,3.53748,0
-0.916579,0.040814,0.698793,-1.383257,0.419021,0.578134,-1.316056,-0.137053,-0.282687,0
1.87996,0.040814,0.698793,-0.110856,0.419021,0.578134,0.99725,-2.186593,-0.282687,0
-0.308635,1.026376,0.698793,-1.383257,-2.386515,-1.729702,-1.316056,-0.137053,-0.282687,0
1.87996,-1.93031,-1.751973,2.009811,0.419021,0.578134,0.99725,-2.186593,-0.282687,0
-0.551813,0.040814,0.698793,-0.959123,0.419021,0.578134,0.99725,-2.186593,3.53748,0
-0.79499,1.026376,0.698793,-0.959123,0.419021,0.578134,-1.316056,-0.137053,-0.282687,0
-0.79499,0.040814,-0.52659,-0.110856,0.419021,-1.729702,-0.159403,0.887716,-0.282687,0
-1.038167,1.026376,0.698793,-0.53499,0.419021,0.578134,0.99725,-0.137053,-0.282687,0
-1.402933,0.040814,-0.52659,-0.53499,0.419021,0.578134,-0.159403,-1.161823,-0.282687,0
-0.308635,1.026376,0.698793,-0.53499,-2.386515,0.578134,0.99725,-2.186593,-0.282687,0
-1.524522,1.026376,0.698793,-0.959123,0.419021,0.578134,-1.316056,0.887716,-0.282687,0
0.056131,1.026376,0.698793,-0.53499,0.419021,0.578134,-1.316056,-0.137053,-0.282687,0
-0.308635,1.026376,0.698793,-1.383257,-2.386515,-1.729702,0.99725,-0.137053,-0.282687,0
1.758372,1.026376,0.698793,-0.959123,0.419021,-1.729702,-1.316056,-0.137053,-0.282687,0
0.299308,1.026376,0.698793,-0.53499,-2.386515,0.578134,0.99725,-0.137053,-0.282687,0
-0.308635,-0.944748,0.698793,-0.53499,0.419021,0.578134,0.99725,0.887716,-0.282687,0
0.056131,1.026376,0.698793,-0.110856,0.419021,0.578134,-1.316056,0.887716,-0.282687,0
1.515194,1.026376,0.698793,0.313277,0.419021,0.578134,-0.159403,-0.137053,-0.282687,0
1.02884,1.026376,0.698793,-0.53499,0.419021,0.578134,-1.316056,0.887716,-0.282687,0
-0.065458,1.026376,0.698793,-0.959123,0.419021,-1.729702,-1.316056,-0.137053,-0.282687,0
1.272017,1.026376,0.698793,0.737411,0.419021,0.578134,-1.316056,0.887716,-0.282687,0
1.393606,1.026376,0.698793,-0.110856,0.419021,0.578134,-0.159403,0.887716,-0.282687,0
-1.402933,-1.93031,-0.52659,0.313277,0.419021,0.578134,0.99725,-1.161823,-0.282687,0
1.393606,0.040814,0.698793,-0.53499,0.419021,0.578134,-1.316056,0.887716,3.53748,0
-1.159756,1.026376,0.698793,-0.53499,0.419021,0.578134,-0.159403,0.887716,-0.282687,0
1.758372,-1.93031,-1.751973,0.313277,0.419021,0.578134,-0.159403,-1.161823,-0.282687,0
1.758372,-1.93031,-2.977356,1.585678,0.419021,0.578134,-0.159403,-0.137053,3.53748,0
0.299308,1.026376,0.698793,-0.53499,0.419021,-1.729702,-0.159403,0.887716,-0.282687,0
-0.065458,-0.944748,0.698793,0.313277,0.419021,0.578134,0.99725,-1.161823,-0.282687,0
1.515194,-1.93031,0.698793,0.737411,0.419021,0.578134,-1.316056,-1.161823,3.53748,0
-1.281345,-0.944748,-1.751973,-0.53499,0.419021,0.578134,0.99725,-2.186593,-0.282687,0
-1.159756,-1.93031,-2.977356,-0.110856,0.419021,0.578134,-0.159403,-2.186593,3.53748,0
-0.308635,1.026376,0.698793,-1.383257,0.419021,-1.729702,-1.316056,0.887716,-0.282687,0
1.393606,-1.93031,-0.52659,-1.383257,0.419021,0.578134,-0.159403,-0.137053,-0.282687,0
0.907251,0.040814,-0.52659,-0.959123,0.419021,-1.729702,0.99725,-0.137053,-0.282687,0
0.177719,1.026376,0.698793,0.313277,0.419021,0.578134,-0.159403,-0.137053,-0.282687,0
0.542485,0.040814,0.698793,-0.959123,0.419021,0.578134,-0.159403,0.887716,-0.282687,0
2.001549,0.040814,0.698793,0.737411,0.419021,0.578134,-1.316056,0.887716,-0.282687,0
-0.79499,1.026376,0.698793,-0.959123,0.419021,0.578134,-1.316056,0.887716,-0.282687,0
-1.281345,1.026376,0.698793,-1.383257,0.419021,0.578134,-0.159403,0.887716,-0.282687,0
-1.524522,0.040814,0.698793,-1.383257,0.419021,-1.729702,-0.159403,0.887716,-0.282687,0
1.758372,1.026376,0.698793,0.313277,0.419021,0.578134,-1.316056,0.887716,-0.282687,0
2.001549,-0.944748,-1.751973,2.009811,0.419021,-1.729702,0.99725,-2.186593,-0.282687,0
-1.281345,-0.944748,0.698793,-0.959123,0.419021,0.578134,-0.159403,0.887716,-0.282687,0
-1.281345,0.040814,-0.52659,-0.53499,0.419021,0.578134,0.99725,0.887716,-0.282687,0
-0.916579,0.040814,-1.751973,-0.53499,0.419021,0.578134,0.99725,-1.161823,-0.282687,0
-0.065458,-0.944748,0.698793,-1.383257,0.419021,-1.729702,0.99725,0.887716,-0.282687,0
-0.551813,1.026376,0.698793,-1.383257,-2.386515,0.578134,-1.316056,-0.137053,-0.282687,0
-0.308635,-0.944748,0.698793,0.313277,0.419021,-1.729702,-1.316056,0.887716,-0.282687,0
1.515194,-0.944748,0.698793,-0.53499,0.419021,-1.729702,-0.159403,0.887716,-0.282687,0
2.001549,-0.944748,-2.977356,2.858078,0.419021,-1.729702,-0.159403,0.887716,-0.282687,0
0.177719,1.026376,0.698793,-0.53499,0.419021,-1.729702,-1.316056,0.887716,-0.282687,0
-0.916579,-0.944748,0.698793,-0.959123,0.419021,0.578134,-0.159403,-1.161823,-0.282687,0
1.150428,-1.93031,-0.52659,3.706345,0.419021,0.578134,0.99725,-0.137053,-0.282687,0
1.87996,-0.944748,-2.977356,-0.110856,0.419021,-1.729702,2.153903,-0.137053,-0.282687,0
0.299308,0.040814,0.698793,0.737411,0.419021,-1.729702,-0.159403,-1.161823,-0.282687,0
0.056131,-0.944748,-0.52659,-0.959123,0.419021,0.578134,0.99725,0.887716,-0.282687,0
-1.524522,-0.944748,0.698793,-1.383257,0.419021,0.578134,0.99725,-1.161823,-0.282687,0
0.420897,-0.944748,-0.52659,0.313277,0.419021,0.578134,0.99725,-2.186593,3.53748,0
-1.646111,0.040814,-0.52659,-0.53499,0.419021,0.578134,0.99725,-1.161823,-0.282687,0
-0.673401,0.040814,-1.751973,-0.110856,0.419021,0.578134,0.99725,-1.161823,-0.282687,0
-0.308635,-1.93031,-1.751973,0.313277,0.419021,0.578134,2.153903,-2.186593,-0.282687,0
-0.187047,0.040814,0.698793,-0.110856,0.419021,-1.729702,0.99725,-1.161823,-0.282687,0
1.393606,-1.93031,-2.977356,3.282212,0.419021,0.578134,2.153903,-2.186593,3.53748,0
-1.038167,0.040814,-0.52659,-0.53499,0.419021,0.578134,0.99725,-0.137053,-0.282687,0
-1.767699,0.040814,0.698793,-1.383257,0.419021,-1.729702,0.99725,-2.186593,-0.282687,0
1.515194,-1.93031,-1.751973,1.161544,0.419021,0.578134,0.99725,-0.137053,3.53748,0
-0.916579,-0.944748,-1.751973,-0.110856,0.419021,-1.729702,0.99725,-2.186593,-0.282687,0
0.420897,0.040814,0.698793,1.161544,0.419021,0.578134,-0.159403,0.887716,-0.282687,0
-0.308635,-1.93031,-2.977356,0.737411,0.419021,0.578134,-0.159403,-1.161823,-0.282687,0
-0.065458,-0.944748,0.698793,-0.53499,0.419021,0.578134,0.99725,-0.137053,-0.282687,0
1.150428,-1.93031,0.698793,3.282212,-2.386515,0.578134,-0.159403,-1.161823,3.53748,0
-1.281345,-0.944748,0.698793,-1.383257,0.419021,0.578134,0.99725,-0.137053,-0.282687,0
0.420897,-0.944748,0.698793,-0.53499,0.419021,-1.729702,-0.159403,0.887716,-0.282687,0
-0.673401,-0.944748,-0.52659,-0.53499,0.419021,0.578134,0.99725,-0.137053,-0.282687,0
0.907251,0.040814,0.698793,-0.959123,0.419021,0.578134,-1.316056,-1.161823,-0.282687,0
-1.281345,-0.944748,-0.52659,-0.53499,0.419021,0.578134,0.99725,-2.186593,-0.282687,0
-0.79499,-0.944748,0.698793,-1.383257,0.419021,0.578134,0.99725,-2.186593,-0.282687,0
-0.187047,0.040814,0.698793,-1.383257,0.419021,-1.729702,-0.159403,-0.137053,-0.282687,0
-0.065458,1.026376,0.698793,-0.959123,0.419021,0.578134,-1.316056,0.887716,-0.282687,0
0.177719,-0.944748,-0.52659,-0.110856,0.419021,-1.729702,0.99725,-1.161823,-0.282687,0
0.907251,0.040814,-0.52659,-0.959123,-2.386515,0.578134,0.99725,0.887716,-0.282687,0
1.515194,-1.93031,-1.751973,-0.959123,0.419021,-1.729702,0.99725,-0.137053,-0.282687,0
-0.79499,0.040814,0.698793,-0.110856,0.419021,0.578134,0.99725,-1.161823,-0.282687,0
1.87996,-1.93031,-0.52659,0.737411,0.419021,0.578134,0.99725,-1.161823,-0.282687,0
1.272017,-1.93031,-0.52659,2.009811,0.419021,0.578134,0.99725,-2.186593,-0.282687,0
-0.673401,0.040814,0.698793,-0.53499,0.419021,-1.729702,-0.159403,-1.161823,-0.282687,0
1.150428,0.040814,-1.751973,-0.959123,0.419021,0.578134,0.99725,-0.137053,-0.282687,0
0.177719,0.040814,-1.751973,2.009811,0.419021,-1.729702,-0.159403,-0.137053,3.53748,0
-0.065458,0.040814,-1.751973,0.313277,0.419021,0.578134,-0.159403,-1.161823,3.53748,0
-0.187047,0.040814,-0.52659,-0.53499,0.419021,-1.729702,-0.159403,-0.137053,-0.282687,0
-1.281345,-0.944748,-0.52659,-0.959123,0.419021,0.578134,0.99725,-0.137053,-0.282687,0
-0.673401,0.040814,0.698793,-1.383257,0.419021,0.578134,0.99725,-0.137053,-0.282687,0
0.542485,-1.93031,-1.751973,-0.53499,0.419021,0.578134,-0.159403,-1.161823,3.53748,0
-1.281345,-1.93031,-1.751973,-1.383257,0.419021,0.578134,-0.159403,0.887716,-0.282687,0
1.758372,1.026376,0.698793,0.313277,0.419021,0.578134,-1.316056,0.887716,-0.282687,0
-0.065458,1.026376,0.698793,0.313277,0.419021,-1.729702,-1.316056,-0.137053,-0.282687,0
0.542485,0.040814,-0.52659,-0.53499,0.419021,0.578134,-1.316056,0.887716,-0.282687,0
1.515194,-1.93031,-0.52659,-0.959123,0.419021,0.578134,-0.159403,-0.137053,3.53748,0
1.758372,-1.93031,0.698793,2.009811,0.419021,0.578134,0.99725,-0.137053,-0.282687,0
-0.551813,0.040814,0.698793,-1.383257,0.419021,0.578134,0.99725,-1.161823,-0.282687,0
1.87996,-1.93031,-0.52659,0.313277,0.419021,0.578134,0.99725,0.887716,3.53748,0
-0.79499,-0.944748,0.698793,-0.959123,0.419021,0.578134,-1.316056,-0.137053,-0.282687,0
-1.402933,0.040814,0.698793,-1.383257,0.419021,-1.729702,0.99725,-2.186593,-0.282687,0
-1.524522,-0.944748,-0.52659,-0.959123,0.419021,0.578134,-0.159403,0.887716,-0.282687,0
0.785662,-1.93031,-2.977356,0.737411,0.419021,-1.729702,0.99725,-2.186593,3.53748,0
-0.673401,-0.944748,-0.52659,-0.959123,0.419021,-1.729702,0.99725,0.887716,-0.282687,0
0.542485,-0.944748,-0.52659,0.737411,0.419021,-1.729702,0.99725,-1.161823,-0.282687,0
-1.038167,1.026376,0.698793,-0.959123,0.419021,0.578134,0.99725,-0.137053,-0.282687,0
0.785662,0.040814,-0.52659,1.161544,0.419021,0.578134,0.99725,-0.137053,-0.282687,0
-1.524522,0.040814,-0.52659,-0.959123,0.419021,0.578134,-0.159403,-0.137053,-0.282687,0
-1.646111,0.040814,0.698793,-0.959123,0.419021,0.578134,-0.159403,-0.137053,-0.282687,0
0.907251,0.040814,-0.52659,0.313277,0.419021,0.578134,-0.159403,-1.161823,-0.282687,0
1.02884,-1.93031,0.698793,0.313277,0.419021,0.578134,0.99725,-0.137053,-0.282687,0
-1.281345,1.026376,0.698793,-0.53499,0.419021,0.578134,-1.316056,-0.137053,-0.282687,0
-0.065458,0.040814,0.698793,0.313277,0.419021,0.578134,-1.316056,0.887716,-0.282687,0
0.177719,1.026376,0.698793,-0.53499,-2.386515,0.578134,-1.316056,0.887716,-0.282687,0
0.177719,1.026376,0.698793,-0.53499,0.419021,-1.729702,-1.316056,-0.137053,-0.282687,0
-1.159756,1.026376,0.698793,-0.53499,0.419021,0.578134,-1.316056,0.887716,-0.282687,0
-0.673401,1.026376,0.698793,-0.959123,0.419021,0.578134,-1.316056,-1.161823,-0.282687,0
1.636783,0.040814,-1.751973,3.282212,0.419021,-1.729702,-0.159403,-1.161823,3.53748,0
0.177719,1.026376,0.698793,-0.110856,-2.386515,0.578134,-1.316056,-1.161823,-0.282687,0
0.056131,1.026376,0.698793,0.737411,0.419021,0.578134,0.99725,-0.137053,-0.282687,0
-0.916579,0.040814,-0.52659,-0.959123,0.419021,0.578134,0.99725,-1.161823,-0.282687,0
-0.79499,1.026376,0.698793,-0.959123,0.419021,-1.729702,-1.316056,0.887716,-0.282687,0
1.87996,-1.93031,-0.52659,0.313277,0.419021,0.578134,0.99725,-0.137053,3.53748,0
0.420897,1.026376,0.698793,-0.53499,0.419021,0.578134,0.99725,-0.137053,-0.282687,0
0.664074,0.040814,0.698793,-0.53499,-2.386515,0.578134,-0.159403,0.887716,-0.282687,0
1.393606,-1.93031,-1.751973,1.585678,0.419021,0.578134,0.99725,0.887716,-0.282687,0
1.393606,-0.944748,-1.751973,-0.959123,0.419021,-1.729702,0.99725,-1.161823,-0.282687,0
0.785662,0.040814,-0.52659,-0.959123,-2.386515,0.578134,0.99725,0.887716,-0.282687,0
1.758372,-1.93031,-1.751973,1.585678,0.419021,-1.729702,0.99725,-1.161823,-0.282687,0
1.272017,-1.93031,-0.52659,0.737411,0.419021,-1.729702,0.99725,-1.161823,-0.282687,0
-0.430224,0.040814,-0.52659,-0.110856,0.419021,-1.729702,-0.159403,0.887716,-0.282687,0
-1.281345,0.040814,-0.52659,-1.383257,0.419021,0.578134,-0.159403,-1.161823,-0.282687,0
-0.187047,-0.944748,0.698793,0.737411,0.419021,0.578134,0.99725,-1.161823,-0.282687,0
-1.281345,1.026376,0.698793,-1.383257,0.419021,0.578134,-1.316056,-0.137053,-0.282687,0
1.515194,0.040814,0.698793,1.161544,0.419021,0.578134,-0.159403,0.887716,-0.282687,0
1.150428,0.040814,0.698793,2.858078,0.419021,-1.729702,0.99725,-1.161823,-0.282687,0
0.664074,0.040814,-0.52659,1.585678,0.419021,0.578134,0.99725,-2.186593,-0.282687,0
