A1,A2,A3,A4,A5,A6,A7,A8,Class
0.500815,1.516339,-0.621009,-0.595324,-0.535307,-0.659455,0.042838,-0.244725,0
0.794994,-0.667422,-0.707479,-0.481135,-0.586127,-0.739802,0.919179,0.474472,0
0.34217,0.317739,-0.549215,-0.50241,-0.550724,-0.591579,0.222667,-0.158883,0
0.423574,0.403284,-0.601211,-0.55837,-0.601351,-0.974567,1.548519,1.474803,0
-0.51122,-1.042197,-0.117859,-0.196419,-0.578943,-0.964517,0.729837,0.639964,0
-0.009263,-1.117729,-0.336592,-0.288637,0.074063,1.469198,-0.871626,-0.720496,0
0.725249,0.715831,-0.622499,-0.536777,0.000685,1.090918,-0.851973,-0.712853,0
1.835552,0.516654,-0.836623,-0.566456,-0.564791,-0.72954,0.425038,0.039207,0
0.078596,0.27785,-0.409166,-0.484955,-0.598328,-0.997766,1.341434,1.286406,0
0.082135,0.760026,-0.608572,-0.569335,-0.130847,0.736722,-0.78425,-0.694232,0
-0.04882,-0.83792,-0.105632,-0.200639,0.243914,1.166001,-1.00239,-0.739865,0
0.948017,2.446313,-0.751919,-0.634955,0.982606,2.649298,-1.120789,-0.759157,0
0.613448,1.492676,-0.689368,-0.61086,-0.52718,-0.409493,0.109383,-0.250587,0
0.542454,0.492386,-0.642562,-0.521803,-0.591337,-0.902814,0.932062,0.616154,0
-0.98986,-1.468374,0.477932,0.430668,-0.240228,0.375656,-0.714692,-0.670718,0
1.022759,0.650828,-0.781225,-0.584346,-0.566421,-0.813681,0.365404,0.066899,0
0.964881,0.550274,-0.763163,-0.540185,-0.590694,-0.792608,0.96813,0.526444,0
0.893054,1.007716,-0.761366,-0.563783,-0.558401,-0.771561,0.37776,0.04911,0
0.645927,-1.388535,-0.617993,-0.333029,-0.560031,-0.812502,0.338705,0.051228,0
0.54287,0.245089,-0.582785,-0.527858,-0.569315,-0.612207,0.541196,0.077426,0
1.21638,1.157337,-0.706107,-0.596436,0.027896,1.490121,-0.824773,-0.709991,0
1.578639,1.342047,-0.819621,-0.58591,-0.438834,0.161033,-0.269163,-0.505769,0
0.454179,0.68134,-0.576073,-0.551731,-0.561596,-0.876159,0.39174,0.190174,0
1.025674,0.484339,-0.734637,-0.562064,-0.467654,-0.126023,-0.213461,-0.460399,0
0.61553,0.248076,-0.527269,-0.541667,0.536311,1.720658,-1.066977,-0.751364,0
0.527672,0.74308,-0.627574,-0.582526,-0.596184,-0.98647,1.38439,1.332003,0
0.62594,1.013415,-0.691241,-0.559181,-0.558401,-0.833327,0.18749,-0.051394,0
0.089422,-1.047219,-0.559187,-0.374551,-0.562797,-0.845113,0.466113,0.210972,0
0.492903,-1.170808,-0.450925,-0.363184,-0.562025,-0.728963,0.342963,-0.004537,0
1.198476,0.590316,-0.811807,-0.543459,-0.569916,-0.875448,0.52383,0.262842,0
0.907836,0.579637,-0.707662,-0.537233,-0.610593,-1.116895,2.623603,3.864509,0
0.97425,3.24074,-0.735047,-0.662318,-0.277754,0.111889,-0.677215,-0.648026,0
1.245111,-0.640819,-0.656549,-0.467556,-0.573604,-0.777733,0.451667,0.06493,0
0.756686,1.497214,-0.62983,-0.597698,-0.561124,-0.64625,0.317455,-0.08621,0
1.194728,0.23676,-0.809409,-0.520119,-0.574204,-0.938648,0.586857,0.440738,0
1.041913,0.840435,-0.696941,-0.526005,-0.596763,-0.964815,1.416276,1.318356,0
1.291747,0.876749,-0.705934,-0.583949,0.36035,1.53416,-1.026918,-0.746274,0
0.171242,0.777405,-0.671572,-0.588241,-0.584411,-0.840845,0.870197,0.547656,0
1.117488,0.936275,-0.800734,-0.554283,-0.463429,-0.053083,-0.211324,-0.466068,0
0.150215,0.139026,-0.540823,-0.548734,-0.50816,-0.305085,-0.063951,-0.379757,0
0.803322,0.161009,-0.643003,-0.510939,-0.571846,-0.682361,0.521658,0.083595,0
1.31215,1.216106,-0.983372,-0.566272,-0.519353,-0.383862,0.043752,-0.297093,0
0.632602,0.175667,-0.58181,-0.564814,-0.583232,-0.990026,0.98965,0.97092,0
0.777714,1.026493,-0.663837,-0.562387,-0.587671,-0.838156,0.885066,0.506654,0
0.485825,1.46205,-0.478965,-0.596637,-0.568822,-0.940605,0.486245,0.389753,0
0.483326,-0.036771,-0.615736,-0.532281,-0.590866,-1.030694,1.348823,1.527397,0
0.120859,-0.194676,-0.546304,-0.492215,-0.499175,-0.276122,-0.124188,-0.417437,0
1.22221,0.944793,-0.783071,-0.555108,-0.479876,-0.193468,-0.197868,-0.454192,0
0.882852,0.716896,-0.736539,-0.574505,-0.587885,-0.912319,0.93026,0.662888,0
0.846835,0.271626,-0.654997,-0.516073,-0.576949,-0.907057,0.600801,0.359547,0
0.364447,0.550581,-0.678541,-0.544048,-0.56923,-0.776106,0.89366,0.549122,0
1.135809,1.449295,-0.734694,-0.58461,-0.561317,-0.642194,0.433394,0.027219,0
-0.323637,-0.752285,-0.27235,-0.346165,-0.57444,-0.810932,0.575069,0.198852,0
0.238281,0.723539,-0.626061,-0.578369,-0.547336,-0.595009,0.454967,0.049917,0
0.696934,1.010724,-0.764974,-0.585599,-0.621401,-1.145208,3.608498,5.60609,0
0.662374,-0.173291,-0.624895,-0.54078,-0.389086,0.058674,-0.507827,-0.601516,0
0.822059,1.097198,-0.773881,-0.563045,-0.575341,-0.974625,0.714743,0.687312,0
0.777089,1.95076,-0.727384,-0.612848,0.944588,1.981491,-1.19697,-0.765598,0
0.951348,1.518615,-0.815905,-0.607337,2.436984,1.654288,-1.512284,-0.761354,0
0.730037,0.676673,-0.668034,-0.55739,-0.427963,-0.127636,-0.435135,-0.565374,0
1.135809,0.181279,-0.790295,-0.530746,-0.557565,-0.764808,0.392554,0.08997,0
1.281337,0.616688,-0.853238,-0.584202,2.143621,2.386594,-1.331744,-0.767382,0
0.540788,0.860793,-0.589791,-0.581167,-0.586963,-0.791491,0.940315,0.539945,0
1.307778,0.161937,-0.828473,-0.533644,-0.445246,-0.068165,-0.280832,-0.495073,0
0.893262,0.93511,-0.666445,-0.566108,-0.552161,-0.714779,0.365531,0.012862,0
0.662374,0.226132,-0.655808,-0.514922,-0.566099,-0.837676,0.368887,0.076604,0
1.652757,0.266858,-0.899472,-0.548318,-0.44664,-0.25835,-0.254711,-0.450056,0
0.443353,0.530211,-0.665086,-0.57705,-0.556149,-0.655555,0.272072,-0.112317,0
-0.40858,-1.072619,-0.19801,-0.228815,-0.497867,-0.417135,-0.206493,-0.445032,0
0.785417,1.903575,-0.768573,-0.615323,-0.545942,-0.467933,0.286124,-0.126427,0
1.263641,0.14212,-0.765507,-0.535935,-0.584583,-0.814253,0.853703,0.486543,0
-0.352368,-0.721397,-0.274004,-0.320562,-0.487832,-0.29145,-0.109472,-0.385672,0
0.831428,0.598569,-0.764121,-0.561502,-0.58945,-0.960309,0.915467,0.778776,0
0.476872,1.399105,-0.533689,-0.586447,2.427227,2.321303,-1.393838,-0.766317,0
0.410458,0.634074,-0.636613,-0.574119,-0.562604,-0.875125,0.340311,0.125314,0
0.246609,-0.510975,-0.320507,-0.435769,-0.575598,-0.756734,0.611982,0.20174,0
1.279047,0.834298,-0.731376,-0.575752,-0.571395,-0.909382,0.611705,0.403782,0
0.975915,1.133043,-0.814568,-0.582947,-0.57146,-0.782791,0.421077,0.055223,0
0.456053,0.206979,-0.636838,-0.555969,-0.602659,-1.049783,1.766302,2.054029,0
1.597377,1.116341,-0.990951,-0.574777,-0.524714,-0.34157,0.113369,-0.262252,0
0.444602,1.146598,-0.579324,-0.6004,-0.596226,-0.813353,1.263962,0.87919,0
0.705887,0.374013,-0.809605,-0.541929,2.374413,1.086432,-1.59146,-0.752509,0
0.933444,0.005262,-0.629586,-0.513621,-0.479555,-0.179621,-0.168876,-0.436691,0
0.887224,-0.16195,-0.564302,-0.490259,-0.577785,-0.813325,0.616445,0.24235,0
0.468961,1.348157,-0.482769,-0.56427,-0.593353,-0.966535,1.167685,1.022652,0
0.735658,0.011447,-0.627921,-0.514083,-0.595948,-1.072472,1.705672,2.263629,0
-0.215375,-1.195531,-0.402647,-0.256803,-0.578514,-0.760434,0.628665,0.207674,0
0.401089,0.010593,-0.546347,-0.519004,-0.492935,-0.201271,-0.072719,-0.379606,0
1.472252,1.012777,-1.047628,-0.544672,0.671017,2.079802,-1.092145,-0.755819,0
0.635725,0.251494,-0.586077,-0.50277,-0.56953,-0.905359,0.53783,0.320706,0
0.152297,0.53176,-0.381333,-0.469311,-0.618034,-1.135036,3.243399,4.941359,0
0.678405,0.77588,-0.708661,-0.564764,-0.528423,-0.709174,-0.005335,-0.229395,0
0.780212,1.202309,-0.613874,-0.584886,-0.614067,-1.061001,2.248774,2.595672,0
0.694852,0.988773,-0.672549,-0.583441,-0.547615,-0.743741,0.087928,-0.18409,0
0.890764,0.651755,-0.685467,-0.568097,-0.595304,-1.02504,1.270336,1.390946,0
0.218503,2.188067,-0.587468,-0.637179,0.144782,1.197564,-0.945642,-0.732003,0
0.8993,0.45551,-0.748566,-0.565541,0.644749,1.667547,-1.110472,-0.754984,0
1.141638,1.03907,-0.628692,-0.582663,-0.34322,0.228858,-0.578659,-0.630521,0
1.367322,0.257737,-0.819765,-0.575665,-0.589965,-0.916294,1.177108,1.009005,0
0.266596,0.673608,-0.565458,-0.559427,-0.58825,-0.993717,1.177517,1.169826,0
-0.26909,-0.67035,-0.370456,-0.396052,-0.523727,-0.644533,-0.102422,-0.340184,0
1.117071,0.270527,-0.904,-0.553107,-0.58291,-0.910973,0.802423,0.553691,0
-0.441891,-0.78168,-0.207118,-0.260393,-0.542983,-0.637626,0.224113,-0.094078,0
1.610909,0.936804,-0.89065,-0.560602,-0.575748,-0.888951,0.723596,0.491541,0
0.778963,0.560519,-0.653438,-0.547427,-0.572553,-0.639371,0.656846,0.188585,0
0.936775,0.302743,-0.70014,-0.508491,-0.576477,-0.95467,0.687545,0.575855,0
0.202055,-0.10873,-0.574084,-0.505588,-0.562904,-0.663425,0.334711,-0.070007,0
0.694228,-0.437736,-0.728667,-0.474047,-0.566742,-0.921418,0.528851,0.383033,0
0.737116,0.491184,-0.574014,-0.550358,-0.593932,-0.925279,1.168243,0.91374,0
1.04337,0.700011,-0.697291,-0.573882,-0.578514,-0.894369,0.580778,0.325583,0
0.622192,0.705832,-0.726224,-0.545206,2.653559,1.441619,-1.573737,-0.754865,0
0.542037,-1.042587,-0.622441,-0.352979,-0.592474,-0.931669,1.121204,0.927844,0
0.441271,0.521892,-0.673933,-0.562561,-0.57637,-0.932101,0.658839,0.495938,0
1.126024,0.390026,-0.707558,-0.554343,-0.567707,-0.919857,0.460619,0.307065,0
1.283211,0.756416,-0.791881,-0.557863,-0.503035,-0.234652,-0.027778,-0.354792,0
0.652172,1.019222,-0.73654,-0.576,-0.59479,-0.883405,1.263398,1.017963,0
0.546618,0.463471,-0.70675,-0.558916,-0.552225,-0.709707,0.221716,-0.109707,0
0.364447,0.024686,-0.504953,-0.508265,-0.59271,-0.905784,1.143696,0.857006,0
0.762307,0.451264,-0.659722,-0.521716,-0.558079,-0.667579,0.411381,0.043076,0
0.184567,-0.179215,-0.631683,-0.462164,-0.596312,-0.951767,1.160081,0.97263,0
0.331344,0.456379,-0.732879,-0.587038,-0.534621,-0.602521,0.002338,-0.291419,0
1.180779,0.762054,-0.704924,-0.553344,-0.422516,0.198769,-0.3309,-0.534771,0
0.678613,0.490245,-0.706175,-0.574016,-0.605275,-0.953852,1.562549,1.341275,0
0.477497,1.108675,-0.554106,-0.584975,-0.490319,-0.209647,-0.150401,-0.430985,0
1.113532,-0.462162,-0.771873,-0.472681,-0.575384,-0.793689,0.698617,0.327684,0
0.822268,-0.19808,-0.498048,-0.491386,-0.602574,-1.057352,1.692283,2.038392,0
0.927406,0.63121,-0.726943,-0.5548,-0.585891,-0.790934,0.84163,0.413196,0
1.035043,-0.026277,-0.899474,-0.480574,-0.356321,0.17206,-0.535046,-0.60987,0
1.098958,1.572733,-0.884089,-0.585776,-0.556278,-0.682128,0.286753,-0.078316,0
1.111034,0.325999,-0.794093,-0.527491,-0.55111,-0.627518,0.224101,-0.144643,0
0.62136,0.640711,-0.590879,-0.50916,-0.621637,-1.165619,4.126693,7.007651,0
0.578888,1.172735,-0.605661,-0.597426,-0.534127,-0.615158,0.000346,-0.291677,0
0.066729,-0.944816,-0.434908,-0.373171,-0.583575,-0.895162,0.71008,0.437743,0
1.051906,1.04575,-0.809512,-0.59487,-0.541161,-0.492703,0.261564,-0.144696,0
0.174573,-1.03604,-0.522287,-0.36676,-0.488625,-0.443131,-0.282813,-0.472481,0
0.584509,0.143383,-0.670552,-0.526003,-0.602466,-1.039104,1.776216,1.979365,0
0.496443,0.105645,-0.506616,-0.4812,-0.501641,-0.294094,0.001291,-0.324406,0
0.178529,0.428982,-0.492073,-0.515246,-0.253866,0.509366,-0.663765,-0.659759,0
0.640513,0.741719,-0.641022,-0.561603,-0.463558,-0.273805,-0.331659,-0.512379,0
0.677572,0.738512,-0.655721,-0.549231,-0.579286,-0.865105,0.707593,0.382283,0
0.844128,0.086867,-0.618623,-0.561171,0.262569,1.551493,-0.957135,-0.734867,0
0.582427,0.10486,-0.565685,-0.500385,-0.556299,-0.830439,0.513189,0.259308,0
0.631561,1.379412,-0.662983,-0.590948,-0.544634,-0.813016,0.104736,-0.108711,0
0.125439,1.103329,-0.401456,-0.525854,-0.599572,-0.982353,1.391571,1.278372,0
0.018011,-0.710674,-0.565115,-0.41138,-0.584604,-0.868077,0.785037,0.437903,0
0.98341,1.816358,-0.685369,-0.596815,-0.577592,-0.903888,0.695578,0.457069,0
1.23491,0.524702,-0.69254,-0.552032,-0.559773,-0.799106,0.404407,0.113917,0
0.409209,1.886848,-0.58761,-0.59711,-0.403282,0.065307,-0.384478,-0.546006,0
0.68819,-0.338669,-0.633404,-0.525979,-0.61872,-1.139074,3.307379,5.111436,0
0.315105,0.417638,-0.613187,-0.578731,0.364552,1.654934,-1.010738,-0.744086,0
1.652548,-0.026241,-0.943269,-0.516549,-0.551217,-0.730411,0.232571,-0.07953,0
0.297825,1.027217,-0.513639,-0.57447,-0.554241,-0.67771,0.328613,-0.034921,0
0.087756,-0.422838,-0.562144,-0.464079,-0.581924,-0.880744,0.854943,0.594387,0
0.095876,1.350458,-0.493976,-0.582912,-0.622151,-1.156262,4.015207,6.492652,0
0.946352,0.227618,-0.65912,-0.582264,-0.558787,-0.81426,0.467592,0.181012,0
1.346086,1.351636,-0.854234,-0.609839,-0.530911,-0.694688,0.067124,-0.210892,0
0.301364,0.833849,-0.542166,-0.566232,-0.551603,-0.695904,0.193491,-0.130706,0
0.173116,0.118883,-0.430473,-0.505936,-0.509511,-0.456824,-0.119367,-0.378486,0
1.815773,1.542383,-1.097376,-0.581044,-0.362368,0.187754,-0.420479,-0.558905,0
0.920744,0.968934,-0.799365,-0.597273,-0.573111,-0.893391,0.751141,0.550177,0
0.279504,-0.648875,-0.586585,-0.414478,-0.442823,-0.174142,-0.373494,-0.536612,0
0.743986,0.799536,-0.57578,-0.575629,-0.541246,-0.78052,0.074024,-0.153093,0
0.193727,-0.333083,-0.554249,-0.490532,-0.595991,-1.049765,1.526838,1.840657,0
0.552863,0.130368,-0.65715,-0.555451,-0.593074,-0.931894,1.095565,0.888822,0
-0.544948,-1.071207,-0.161234,-0.171194,-0.615761,-1.036741,2.656751,3.197077,0
0.726914,0.477512,-0.645746,-0.545349,-0.554026,-0.750961,0.355756,0.020795,0
1.341089,0.741866,-0.835064,-0.580409,-0.540153,-0.539129,0.183957,-0.182654,0
1.182028,0.166229,-0.653379,-0.542346,-0.621637,-1.148704,3.7001,5.828927,0
1.506604,-0.23404,-0.741298,-0.51427,-0.557929,-0.710158,0.358418,0.002219,0
0.740863,0.934773,-0.574344,-0.561052,-0.606541,-1.015867,1.913851,2.049421,0
-0.191017,-0.885854,-0.427071,-0.334427,-0.589343,-1.01196,1.117853,1.186486,0
0.849333,1.407642,-0.725185,-0.594001,-0.575362,-0.925587,0.59996,0.42255,0
1.573851,-0.217263,-0.920459,-0.483735,-0.457726,-0.282959,-0.375109,-0.531391,0
1.008602,-0.323398,-0.759502,-0.491997,-0.610186,-1.068087,1.986503,2.401684,0
1.143096,0.503941,-0.730821,-0.585951,-0.569916,-0.684824,0.451648,0.023509,0
0.198308,0.841948,-0.604671,-0.562598,-0.602488,-1.058059,1.822377,2.17573,0
0.94656,1.251938,-0.717703,-0.59444,-0.010702,0.870723,-0.885446,-0.718518,0
-0.121271,-0.345541,-0.465013,-0.449937,-0.605297,-0.97448,1.678801,1.607367,0
1.089381,0.577569,-0.772231,-0.563326,-0.544742,-0.682558,0.190782,-0.142416,0
0.540372,0.658785,-0.626875,-0.586468,-0.582074,-0.755878,0.844039,0.458313,0
1.454347,-0.074936,-0.808626,-0.534552,-0.557007,-0.734266,0.42707,0.069986,0
0.447725,0.637159,-0.546134,-0.535946,-0.595798,-1.019705,1.344194,1.419714,0
0.659459,0.284734,-0.594664,-0.533339,-0.57429,-0.834974,0.666434,0.336567,0
0.878688,0.354044,-0.709829,-0.568224,-0.569508,-0.905032,0.439201,0.24247,0
-0.026959,-0.53311,-0.453796,-0.431919,-0.586041,-0.82317,0.885341,0.53082,0
0.335508,0.508709,-0.648286,-0.554416,-0.545363,-0.643728,0.358072,-0.009817,0
0.846835,0.564084,-0.626163,-0.579344,-0.564062,-0.605272,0.466023,0.024069,0
1.162874,1.43528,-0.736708,-0.610578,-0.564898,-0.711797,0.408349,0.017848,0
0.283459,-0.190804,-0.290741,-0.44307,-0.545514,-0.617881,0.181665,-0.164534,0
0.047575,-0.725327,-0.409232,-0.409657,-0.581431,-0.929757,0.753828,0.56548,0
1.478081,0.130095,-0.847496,-0.533101,-0.501448,-0.254788,-0.009837,-0.337394,0
0.270135,-1.174008,-0.388277,-0.316705,-0.58439,-0.860103,0.820376,0.542902,0
0.809151,0.951977,-0.537709,-0.559464,-0.579737,-0.791126,0.591163,0.18183,0
0.758352,0.873946,-0.759011,-0.59155,1.010976,1.333719,-1.192242,-0.756477,0
0.859534,0.708807,-0.733083,-0.580476,-0.541911,-0.663329,0.306365,-0.033606,0
0.866197,1.466183,-0.639307,-0.593212,-0.490662,-0.260939,-0.153311,-0.426085,0
1.26489,1.077764,-0.841167,-0.560218,-0.572167,-0.698146,0.630901,0.214622,0
1.20951,0.415688,-0.63672,-0.534463,-0.520189,-0.374929,0.06265,-0.287041,0
0.317811,-0.0646,-0.540648,-0.485822,-0.601008,-1.011885,1.38643,1.390386,0
0.883685,0.871202,-0.739029,-0.562023,-0.574826,-0.954402,0.621576,0.525127,0
-0.458131,-0.673386,-0.308534,-0.334203,-0.545321,-0.617654,0.103792,-0.231955,0
0.513723,0.595281,-0.509509,-0.525197,-0.576263,-0.785626,0.628314,0.244155,0
0.731495,0.539287,-0.714252,-0.580888,2.632158,2.439712,-1.405582,-0.766651,0
0.870361,0.300287,-0.612664,-0.545311,-0.573969,-0.864763,0.734344,0.469095,0
0.087132,1.055435,-0.285831,-0.509265,-0.557307,-0.679786,0.613824,0.219482,0
0.702347,0.692794,-0.64348,-0.577809,-0.567943,-0.79944,0.506456,0.172556,0
