V1,V2,V3,V4,V5,Class
3.52849,-0.863068,-0.555401,-0.136404,-0.348695,0
-0.731925,0.058337,1.554751,-1.550596,-0.7269,0
-0.157155,1.125619,0.28497,-0.942574,-0.427294,0
0.10034,1.817469,-1.601643,-0.091928,-0.154591,0
-0.682768,0.271389,0.14857,-0.157502,0.169011,0
0.09183,-0.466175,-1.202677,-0.775558,-0.368646,0
-0.208981,2.014102,-1.798702,0.078584,-0.490212,0
0.52348,0.90498,-1.255782,-0.731194,0.054335,0
2.11985,-1.718768,-0.669126,-0.352961,-0.255321,0
-0.554067,1.019879,-1.340134,-0.222438,0.030891,0
0.304891,0.089712,-0.567788,-0.68496,-0.027204,0
2.909682,-0.517342,-1.089171,-0.660739,-0.253805,0
-0.511022,0.232464,1.695208,-1.362226,-0.154591,0
-0.613483,1.76469,-0.190662,0.305765,-0.154591,0
-0.470825,0.710937,-0.141728,-0.067212,-0.154591,0
0.883457,-0.500166,-0.422469,-0.692399,-0.261925,0
1.247275,1.110058,-0.359941,-0.286427,-0.356622,0
0.361688,-0.035267,-1.195072,-0.692565,-0.00525,0
-0.663684,-0.187409,1.895467,-1.587087,-0.154591,0
-0.682727,0.068695,1.237388,-1.616241,-0.154591,0
-0.272213,1.983587,-1.627382,-0.815904,-0.346969,0
0.268634,1.790669,-1.356708,-0.964209,1.17248,0
-1.743148,0.679973,-1.335165,-0.790928,-0.357923,0
-0.321623,0.670269,0.440174,-0.002747,-0.461508,0
-0.456366,1.39623,-1.476842,0.009706,-0.436675,0
-0.19676,0.913426,-0.219824,1.606215,-0.984685,0
3.209848,-0.630014,-1.053349,-0.662675,-0.246723,0
1.70111,-0.953542,-0.743076,-0.406713,-0.398085,0
-0.187509,1.259236,-1.498193,-0.795631,-0.351923,0
-0.337343,0.032964,1.850856,-1.410647,-0.623832,0
-0.399377,1.09526,-1.370813,-0.282249,0.074671,0
-0.696836,-0.509848,-0.049535,1.110643,-0.154591,0
1.876963,-0.847736,-1.03146,-0.63502,-0.230017,0
2.486825,-0.605565,-0.489543,-0.061356,-0.364616,0
2.014588,-1.120678,-0.738076,-0.365314,-0.252304,0
-0.575735,0.950693,0.638581,0.38321,-0.154591,0
-0.242416,2.373125,-1.680042,-0.895366,0.167921,0
-0.791021,-1.092183,-0.303736,2.04962,-1.242741,0
-0.705055,-0.09729,0.738586,-1.240344,-0.496955,0
1.190659,1.235399,-1.285481,0.135535,0.668895,0
2.460525,-1.103827,-0.701769,-0.284976,-0.292226,0
3.675311,-0.934632,-1.027407,-0.654185,-0.223548,0
-0.644143,-0.189066,1.566834,-1.345902,-0.649761,0
-0.84003,-1.067352,-0.491661,0.246329,-0.154591,0
-0.506724,0.697844,0.428374,0.002781,-0.495351,0
0.951515,1.65157,-1.425066,-0.072981,0.456722,0
-0.428083,2.39286,-1.597755,-0.035035,-0.459553,0
-0.617958,-1.079221,-0.248274,2.147733,-1.452033,0
-0.507826,0.941279,0.577227,0.26982,-0.569119,0
-0.315999,-0.173191,0.926948,0.2745,0.502775,0
-0.758363,-0.424521,1.585851,-1.426187,-1.02844,0
1.114205,-0.772409,1.555337,-1.259415,-0.515535,0
-0.26601,2.120882,0.429436,0.159962,-0.548963,0
2.687967,-0.52517,-0.61497,-0.340213,0.253324,0
-0.427181,-0.241797,1.283603,-1.22875,-0.597851,0
-0.394554,2.493918,-1.464925,-0.143154,0.952897,0
-0.684016,0.212379,1.035773,-1.298367,-0.616659,0
0.146795,1.403549,-1.420817,-0.795238,-0.361958,0
-0.590571,-0.651905,0.935367,1.239541,-0.884587,0
-0.784715,-0.753988,0.010288,2.477609,-1.455478,0
-0.310983,1.781352,-1.574984,-0.891762,-0.445666,0
0.160364,1.129853,-0.317476,-0.182129,-0.536305,0
3.127292,-0.676825,-0.718819,-0.41798,-0.262316,0
-0.245205,1.195205,-1.274608,-0.311993,-0.392472,0
-0.815841,-1.058097,-0.358415,1.240999,-0.154591,0
-0.442011,0.677929,0.709361,-1.187569,-0.615593,0
0.079833,1.250076,-1.26819,-0.76124,-0.349804,0
0.778918,0.318651,-1.22372,-0.263178,-0.434972,0
0.634207,-0.621583,-1.041571,-0.418654,0.023948,0
2.978376,-0.610633,-0.643722,0.556723,-0.525826,0
2.780466,-0.820202,-1.054437,-0.66753,-0.24994,0
-0.258928,0.578021,0.101989,-0.91151,0.424881,0
-0.758532,-0.600515,0.990068,0.899351,-0.154591,0
0.540822,1.247669,-1.426545,-0.761551,-0.154591,0
-0.344298,1.585796,0.15025,-0.939961,-0.436814,0
0.015081,1.883873,-1.395432,-0.819933,-0.370188,0
0.528845,1.046547,-1.273255,-0.245581,-0.375537,0
-0.041047,2.848101,-1.681752,-0.142369,-0.384364,0
-0.343614,-0.310028,0.841636,-0.964324,-0.425631,0
-0.687721,0.193297,0.593243,0.061283,-0.443817,0
-0.855909,-1.119037,-0.526756,-1.252221,3.334243,0
0.455385,-0.60777,1.490386,-1.393895,0.352763,0
-0.266108,1.171452,1.421144,-1.28046,-0.663116,0
-0.532894,-0.520175,0.125638,-2.198751,-0.154591,0
0.895671,0.840186,-1.248022,-0.716952,-0.275495,0
-0.702573,-0.822537,1.957568,-1.410076,0.469224,0
-0.681789,0.227866,0.567963,0.062307,-0.44296,0
0.57089,1.440043,-1.443395,-0.204314,-0.399006,0
-0.578063,-0.488108,1.057695,-1.472912,-0.694699,0
-0.613391,-0.370495,2.054442,-1.50292,-0.154591,0
1.875416,-0.67887,-1.029982,-0.419687,-0.234426,0
-0.507327,1.632295,-1.643333,-1.15837,2.067535,0
0.661417,-0.593108,-1.047994,-0.412238,0.032482,0
-0.775168,-0.716896,-0.318332,0.534841,-0.154591,0
0.18786,1.23454,-1.430874,-0.790556,-0.340222,0
1.605431,-0.591122,-0.631569,-0.277753,0.672702,0
-0.50692,-0.322852,0.946377,0.535967,0.746633,0
2.911878,-0.02578,-0.345005,-0.082386,0.293693,0
-0.311805,1.162002,0.006175,-0.86182,-0.412446,0
0.015156,1.883328,-1.395308,-0.819557,-0.370549,0
2.614695,-0.552286,0.483019,-0.9304,-0.359244,0
0.146272,1.001137,-1.4122,-0.768686,-0.323543,0
0.104348,1.075175,-0.346986,-0.202033,-0.492852,0
-0.637372,0.764018,-1.374103,-0.093512,-0.385212,0
-0.019488,1.393132,-0.343596,1.19391,-0.711617,0
-0.574376,1.182996,1.317693,0.279262,-0.154591,0
0.164126,-0.80637,0.472346,2.129328,0.973832,0
-0.663382,-0.237199,1.604002,0.783962,-0.740464,0
-0.475353,-0.202581,2.123955,-1.509711,-0.154591,0
0.671398,0.860211,-1.28418,-0.225841,-0.438839,0
0.53789,0.783886,-1.195883,-0.692385,0.000458,0
-0.590591,-0.339038,1.445958,0.800753,-0.90648,0
1.524921,-1.086867,-0.997755,-0.466653,-0.304023,0
-0.54744,0.071756,2.180811,-1.575562,-0.880635,0
0.066589,0.228411,-0.282613,-0.284705,0.18244,0
-0.494619,0.734398,1.877209,-1.309001,-0.59913,0
2.249628,-1.755894,-0.683576,-0.326111,-0.309578,0
-0.558411,0.517449,-0.30779,-0.236952,-0.330047,0
-0.651796,-0.143656,-1.198101,0.083715,-0.154591,0
-0.073901,1.405727,-1.543981,-0.174858,0.105012,0
-2.243759,-2.770836,-1.288329,-0.735367,-0.360563,0
1.352226,-0.343183,-0.541917,-0.317539,-0.377802,0
1.355681,-0.574036,-0.684342,-0.380319,-0.277828,0
-0.32761,2.62013,-1.505055,0.187619,-0.463128,0
-0.414228,-0.419611,1.855959,0.787534,-0.832358,0
0.20709,-0.54579,-1.083441,-0.463245,-0.225701,0
-0.018424,1.566267,-1.415661,-0.244078,-0.573962,0
-0.361791,1.819102,0.048567,0.029669,0.241284,0
-0.686655,-0.649772,-0.061098,1.862772,-1.312381,0
0.139449,1.397863,0.333938,-0.898989,-0.402185,0
0.097269,0.923649,-1.408062,-0.778874,-0.154591,0
1.443638,0.269236,-0.6276,-0.3978,-0.276234,0
-0.469677,1.628859,-1.418192,-0.238921,-0.154591,0
2.314829,-1.028347,-0.778861,-0.441536,-0.012476,0
-0.5126,-0.24429,2.242186,-1.492683,0.48385,0
-0.546356,2.508884,-1.678054,-0.138903,-0.446081,0
0.699745,0.028051,-0.440538,-0.098399,-0.792813,0
2.218911,-1.717848,-0.678945,-0.369552,-0.249403,0
-0.655053,-0.269134,1.803296,-1.577401,0.852243,0
-0.234142,2.27951,0.402649,0.210897,-0.541579,0
-0.64701,0.4071,0.606419,0.315016,-0.844171,0
-0.233758,0.926675,-1.498397,-0.875344,-0.544503,0
-0.278182,2.524674,-1.534724,0.522977,-0.598939,0
-0.649329,0.049771,1.188322,-1.197593,-0.96639,0
-0.857671,-1.125024,-0.539266,-1.291509,3.321373,0
-0.559175,2.562886,-1.58493,-0.87729,-0.422884,0
-0.736348,-0.787819,-0.242741,2.296799,-1.423551,0
0.104329,0.234522,-1.191121,-0.963023,3.137554,0
3.298728,-0.837528,-1.038676,-0.633437,-0.23335,0
-0.571998,1.325289,0.194565,0.059112,-0.576997,0
3.634862,-0.468617,-1.080228,-0.659748,-0.245032,0
-0.156707,1.423744,-1.430722,-0.164654,-0.376965,0
-0.32982,2.608514,-1.391711,-0.116495,0.970095,0
-0.422048,0.453139,0.607557,0.13992,-0.901801,0
-0.517827,0.690246,1.635339,-1.330155,-0.621008,0
-0.534137,-0.965336,0.70999,1.214879,-1.423906,0
-0.497816,1.932926,-1.495124,-0.186238,-0.382904,0
-0.485594,-0.978485,0.009806,1.771475,-1.171892,0
-0.613403,-0.774338,-0.197211,0.914294,-0.154591,0
-0.457391,1.558269,-0.16803,0.092195,-0.817954,0
1.605879,-0.428812,-0.72972,-0.40335,0.011512,0
-0.65011,0.690875,0.88679,0.292445,0.435632,0
-0.203425,-0.386086,0.973163,0.577034,-1.064456,0
0.967945,-0.809239,-0.715985,-0.373696,-0.039534,0
-0.379946,0.534631,1.485304,-1.218421,-0.626027,0
-0.643869,-1.011717,-0.459347,1.148778,3.182614,0
-0.395451,1.087517,1.289054,-1.214831,-0.582874,0
-0.524033,0.237643,1.029759,-1.093844,-0.571285,0
1.265104,0.300284,-0.357836,-0.226089,1.147464,0
2.698261,-0.741627,-0.590546,-0.645605,-0.046402,0
1.661362,0.849091,0.047251,-0.846243,0.096512,0
-0.461895,-0.283178,1.287483,0.687259,0.706914,0
0.287431,1.12136,-1.346198,-0.738104,-0.326088,0
-0.189863,0.70439,0.423584,0.64017,1.708422,0
-0.265234,1.600025,0.260384,0.082877,-0.470099,0
0.022285,1.846739,-1.41247,-0.785657,-0.391922,0
-0.165804,1.245406,-1.361464,-0.77773,-0.3592,0
-0.156657,1.371873,-1.395906,-0.81196,-0.350448,0
0.35182,-0.205279,-0.631324,-0.31374,-0.30093,0
0.027433,-0.296872,-1.186793,-0.703204,-0.154591,0
-0.744713,-0.91436,0.231755,1.983773,-1.314128,0
2.991564,-0.810097,-0.663119,-0.292308,-0.253861,0
-0.656275,0.734604,-1.322053,-0.157079,-0.348308,0
-0.607464,-0.471847,1.822053,-1.315717,-0.709284,0
0.553922,1.407869,-1.280205,-0.742054,0.347391,0
-0.711802,-0.093721,1.29925,-1.234496,-0.154591,0
1.105945,0.620455,0.726179,-0.964644,-0.415426,0
-0.312787,2.521989,-1.505658,-0.175336,0.457155,0
-0.40689,-1.03009,-0.069914,0.7459,1.766467,0
2.803335,-0.890702,-1.044255,-0.641171,-0.233676,0
-0.514227,1.150241,-1.437815,-0.115691,-0.154591,0
0.394913,0.474084,-1.216543,-0.714613,-0.261772,0
-1.163897,-0.6781,0.706295,-1.565895,-0.825404,0
2.691236,-0.561685,-1.091289,-0.232645,-0.304994,0
0.769624,1.203565,-1.30515,-0.248175,0.144227,0
-0.732061,-0.308432,0.95173,1.879671,-0.154591,0
0.348501,0.50512,-1.223853,-0.34707,-0.316081,0
-0.516006,0.00862,1.314323,0.331171,-0.543956,0
1.289532,0.372882,-0.482039,-0.333046,-0.358855,0
-0.568647,-0.086352,1.818987,-1.737377,-0.154591,0
2.530904,-0.335111,-0.584236,-0.339093,-0.443155,0
-0.519912,-0.184686,1.187997,0.497286,-0.585009,0
-1.033156,-0.165569,1.887059,-1.402969,-0.154591,0
2.799966,-0.713452,-0.764263,-0.635332,-0.206382,0
2.19084,0.274583,-0.384309,-0.362593,0.333393,0
-1.144714,-2.406688,-2.11224,-1.153215,-0.154591,0
0.599959,0.239083,-0.504718,-0.331059,0.035734,0
0.885141,0.41874,-0.493137,-0.224734,0.08849,0
0.679633,0.318953,-1.191459,-0.162598,-0.154591,0
1.457849,0.073909,-1.177097,-0.416505,-0.261273,0
-0.076189,1.725898,-1.39653,-0.258542,-0.52969,0
-0.466876,0.63933,0.259115,-1.094623,-0.154591,0
-0.789533,-0.878892,-0.227489,2.035989,-1.231317,0
-0.78055,-0.577295,1.441462,0.505515,-0.720336,0
-0.771155,-0.865398,-1.474514,-1.336002,1.129342,0
-0.624806,0.246246,1.283841,-1.210516,-0.97965,0
-0.673631,0.457701,-1.718471,-0.966373,-0.4282,0
-0.652952,-0.255363,1.513879,-1.345228,-0.63844,0
-0.580998,0.213504,0.419109,0.014311,0.297995,0
-0.485108,-0.623255,1.18194,0.41536,-0.754016,0
-0.776832,-0.802757,0.058172,0.089306,-0.154591,0
1.856776,-1.749413,-0.458958,1.329745,-0.895763,0
-0.695007,-0.035279,0.567041,-1.007636,-0.403565,0
-0.095673,-0.436043,1.025013,0.360768,0.474501,0
-0.755844,-0.723,0.558362,1.877789,-1.201459,0
-0.513218,0.380323,-1.471647,-0.101668,-0.367376,0
2.269427,-1.74728,-0.691934,-0.387296,-0.371205,0
0.248452,1.461048,-1.333967,-0.021794,1.354814,0
1.141252,-0.528414,-0.735748,-0.404584,-0.009415,0
-0.320418,1.705789,-0.160747,-0.115072,-0.406997,0
-0.152893,2.093852,-1.715042,-0.173798,-0.154591,0
-0.774671,-0.879636,-0.386875,0.558651,1.313807,0
0.965936,0.873835,-1.314601,-0.876745,1.260612,0
-0.776953,-1.033844,-0.125189,1.229931,-0.154591,0
-0.368621,1.73167,-1.563897,-0.843691,-0.356026,0
2.485004,-1.734314,-0.723655,-0.435438,-0.034397,0
-0.456133,-0.255037,1.819138,-1.362277,-0.6485,0
-0.465367,1.985015,-0.11243,0.122323,1.694197,0
-0.749275,-0.243757,1.640302,-1.498313,-0.154591,0
-0.725676,-0.906107,-0.167869,-1.453011,-0.154591,0
0.456033,1.622978,-1.405696,-0.823623,-0.375779,0
-0.70935,-0.340207,1.553278,0.617706,-0.154591,0
-0.801452,-0.953416,-0.113294,-0.876276,-0.154591,0
0.296566,1.894569,-0.132722,0.458175,-0.519812,0
1.014207,-0.4139,0.49807,0.709977,0.758936,0
-0.644135,-1.017641,-0.472072,0.92733,3.32415,0
-0.669721,-0.015592,0.080041,0.807057,-0.922936,0
2.197602,-1.040361,0.005818,1.220067,-0.760576,0
-0.276581,1.288045,-1.495435,-0.780435,0.055437,0
2.141958,-1.076015,-0.786573,-0.455276,-0.051205,0
-0.784741,-0.895847,-1.844283,1.975282,-1.783743,0
-0.655659,-0.64992,0.607233,1.649173,-0.154591,0
-0.634527,-0.112245,1.011425,-1.253082,-0.154591,0
-0.166347,2.229864,-0.258459,0.600586,-0.692561,0
-0.389075,-0.280609,2.049609,1.013429,-0.829619,0
-0.553924,0.745493,-1.405642,-0.129657,-0.354546,0
0.451343,1.301549,-1.352844,-0.231681,1.481862,0
0.288235,-0.121901,-0.555398,-0.653398,-0.052514,0
-0.624551,-0.171812,-0.429311,0.01939,0.571271,0
-0.33079,0.462928,0.991173,0.280988,-0.823902,0
0.62475,1.432359,-1.408519,-0.274735,0.107038,0
-0.198238,1.480189,-1.419674,-0.250577,0.195142,0
-0.719025,0.510783,-0.17317,-0.135587,-0.154591,0
-0.780412,-0.887531,0.431863,2.292073,-0.154591,0
-0.805678,-0.912377,0.162679,1.569368,-0.154591,0
-0.127301,1.183153,-1.328236,-0.772037,0.141626,0
-0.712925,0.694989,1.315363,-1.356743,-0.563433,0
0.438242,-0.508523,-1.042559,-0.462857,-0.250151,0
2.063308,-1.729741,-0.675385,-0.314019,-0.263034,0
2.308777,-0.974523,-0.767495,-0.432621,-0.057704,0
-0.684913,-0.029471,1.01628,-1.283138,-0.154591,0
0.570091,0.667753,-1.224163,-0.340952,-0.308135,0
-0.79102,-1.145294,-0.332152,1.114069,1.862827,0
1.626191,-0.066,-0.583835,-0.278252,-0.260081,0
-0.443361,-0.36238,0.621145,-1.302863,-0.154591,0
1.628499,-1.089748,-0.992675,-0.468444,-0.313973,0
-0.597953,1.787075,-1.365222,0.0108,2.245768,0
-0.313198,1.765948,-1.56286,-0.179863,-0.393527,0
-0.65385,-0.200331,1.622877,-1.359325,-0.154591,0
-0.424232,-0.13164,1.2347,-1.201906,-0.54749,0
-0.623496,1.559551,-1.483438,-0.132318,-0.378657,0
1.477337,-0.437391,-0.689255,-0.366968,0.028359,0
-0.773042,-0.751782,0.738867,1.046376,-0.86772,0
2.089296,-1.157076,-0.352311,0.954009,-0.795882,0
0.075408,2.307497,-1.432875,0.401156,-0.52587,0
-0.019864,0.983145,-1.266133,-0.336978,0.045675,0
0.01909,-0.0539,-0.542119,-0.675613,-0.260256,0
2.125976,-0.296244,-0.165898,0.476598,-0.573671,0
-0.296933,2.215333,-1.656323,-0.905308,-0.453236,0
-0.763829,-1.016092,-0.418888,1.905451,-1.654819,0
-0.269209,2.497548,-1.564152,-0.926744,-0.735803,0
-0.604599,0.147645,2.205485,-1.660915,-0.154591,0
-0.51203,1.170267,-1.276826,-0.196848,-0.353226,0
-0.769164,-0.935187,-1.658588,1.431236,2.721884,0
0.414899,-0.534809,-1.075105,-0.459072,-0.025528,0
0.454,0.95592,-1.358963,-0.788451,-0.521606,0
-0.660027,-0.985471,-0.477196,0.912557,2.10861,0
-0.493403,2.441743,-1.350492,-0.07394,1.175012,0
-0.408315,2.208097,-1.367586,-0.775586,0.136928,0
-1.18423,0.922864,-0.125944,0.025754,-0.154591,0
1.11403,-0.772827,1.554329,-1.259526,-0.515097,0
2.578638,-0.592706,0.534501,-0.86981,-0.323727,0
-1.825901,-0.878729,-0.728996,-0.374853,-0.288247,0
-0.533854,1.653869,-1.441974,0.105881,-0.453381,0
1.674523,0.394855,-0.096878,-0.766302,0.083729,0
-0.627239,0.106675,2.03821,-1.431927,-0.781105,0
1.33537,-0.534613,-0.697748,-0.373107,0.007079,0
2.87788,-1.842439,-1.021661,-0.459567,-0.23732,0
-0.729825,-0.553414,1.173423,0.641663,-0.154591,0
2.747966,-0.312671,-0.118978,-0.158809,-0.360033,0
0.917853,0.920541,-0.351116,0.892451,-0.691285,0
-0.597113,-0.216799,0.732669,0.407658,0.516093,0
2.227582,0.063152,0.170622,0.080595,-0.406887,0
2.653558,-0.950376,-1.024971,-0.457129,-0.244049,0
-1.14299,0.339693,1.182807,0.295221,-0.154591,0
-0.127294,2.217523,-1.437586,-0.86524,-0.491004,0
-0.65188,-0.91557,-0.342418,1.231073,1.554198,0
-0.286007,1.52059,-1.701955,-0.134637,-0.154591,0
2.975469,-1.784398,-0.792667,-0.443715,-0.289091,0
2.055186,-0.49882,-0.484507,-0.694915,-0.227892,0
-0.161341,1.479524,-1.44556,-0.80044,0.149804,0
-0.496474,0.150525,1.238428,-1.404198,-0.154591,0
2.192798,-1.725884,-0.678826,-0.361558,-0.304427,0
-0.810814,-0.742112,-0.258367,0.468942,1.151931,0
3.239104,-1.796402,-1.029814,-0.638887,-0.240485,0
-1.32415,-0.366065,1.215965,-1.354617,-0.761104,0
-0.779767,-0.609643,0.867047,2.106428,-0.154591,0
-0.661925,0.067545,0.489857,0.058152,-0.475739,0
-0.587677,-0.765679,-0.228599,-0.974293,1.462087,0
-0.363157,-0.754756,0.505872,1.59946,-0.978641,0
-0.040739,1.71657,-1.436837,-0.247184,-0.535522,0
1.039322,0.18202,-1.13365,-0.412444,0.060655,0
-0.021502,1.515242,0.757809,-1.055014,-0.493698,0
-0.411748,2.522255,-1.46183,-0.800772,-0.372038,0
-0.191733,0.452015,-1.294155,-0.738654,-0.276923,0
-0.603433,1.111522,1.034884,-1.300013,-0.593253,0
-0.59264,-0.407516,1.168482,1.11108,-0.888144,0
-0.235557,0.916765,1.601585,-1.269699,-0.644285,0
-0.534024,0.617466,-0.203823,-0.245975,-0.378836,0
-0.144929,2.406871,-1.510126,-0.178226,0.293493,0
-0.622932,0.1305,0.722527,-1.105608,-0.503519,0
-0.058599,0.710101,0.258531,-0.901295,0.19707,0
1.396316,-0.509727,-0.736007,-0.39243,-0.413588,0
-0.289622,2.225037,0.165034,-0.003595,-0.154591,0
1.827619,0.800632,-1.32847,0.388576,-0.518813,0
-0.70277,-0.129075,1.485272,-1.61146,0.673614,0
0.251943,1.693557,-1.353931,0.897396,-0.770649,0
-0.604344,0.149835,2.221977,-1.463484,-0.154591,0
2.253083,-0.784382,-0.28863,0.023136,0.402279,0
-1.93765,-0.393122,-1.222877,-0.139726,-0.892345,0
-0.578125,0.031234,1.83859,-1.357367,-0.739618,0
-0.66894,0.460834,0.31776,0.036284,-0.483573,0
2.193223,-1.725671,-0.678531,-0.361242,-0.30446,0
-0.698498,-0.044281,1.572458,-1.398211,-0.765991,0
-0.569409,0.057454,2.003762,-1.480412,-0.761669,0
-0.625327,-0.156155,1.34306,-1.181815,-0.581875,0
-0.247833,2.073681,-1.372341,-0.814958,0.155425,0
-0.835047,-1.110311,-0.597871,0.101453,-0.154591,0
-0.617614,-0.764866,-0.21783,0.968393,1.764622,0
0.736062,0.011221,-1.200658,-0.673142,-0.014186,0
2.13945,0.034549,-1.2076,-0.373544,0.302366,0
-0.633791,-0.625621,0.121558,1.357857,-0.154591,0
-0.618303,-1.064078,-0.237109,2.228049,-1.356371,0
-0.291936,1.771127,0.708213,0.284962,-0.593942,0
-0.668875,0.464803,0.304096,0.072563,-0.154591,0
-0.412534,0.954552,-0.175886,-0.167129,0.164261,0
-0.434534,0.99067,-1.296893,-0.768216,-0.311971,0
0.267824,1.228817,-1.225273,-0.73029,-0.328594,0
-0.531046,0.543645,1.496704,-1.242568,-0.154591,0
3.938372,-0.756658,-1.050227,-0.660366,-0.061737,0
0.402136,1.469444,-1.341493,-0.793457,-0.387138,0
0.924616,0.550821,-0.278036,-0.767262,-0.323769,0
-0.409232,1.410773,0.178214,0.080561,1.138912,0
-2.044804,-0.298179,-1.376703,-0.741659,-0.278927,0
-0.659319,0.178706,0.542314,-1.005905,-0.54395,0
2.856309,-0.92332,-1.041739,-0.445744,-0.028116,0
-0.821919,-1.123249,-0.507189,-0.018338,-0.154591,0
0.348651,0.946361,-1.246013,-0.318472,-0.829569,0
0.080326,-0.427988,-0.696459,-0.452234,-0.01615,0
-0.76949,-1.139522,-0.453547,0.66906,2.612915,0
-0.762956,-0.76131,0.646827,1.645565,-0.992952,0
2.195081,-0.065903,-1.170818,-0.659502,-0.154591,0
-0.829179,-1.09746,-0.579676,0.095334,-0.154591,0
0.87884,1.869922,-1.36017,-0.179026,0.495199,0
-0.411541,0.558733,0.706565,0.195062,0.666924,0
-0.520797,0.124921,0.163223,0.009497,-0.483,0
