Length,Diameter,Height,Whole_weight,Shucked_weight,Viscera_weight,Shell_weight,Class
-2.11661,-2.146904,-1.901892,-1.542372,-1.492085,-1.433966,-1.501178,0
-1.241744,-1.340249,-1.184418,-1.205641,-1.135818,-1.151019,-1.213668,0
-1.158423,-1.189002,-1.303997,-1.180131,-1.115525,-1.091691,-1.141791,0
1.466174,1.281378,0.48969,1.830037,1.220501,0.756591,2.164565,1
1.549495,1.331794,0.609269,2.306562,1.836075,0.733773,3.88962,1
0.591308,0.726803,0.609269,0.88413,0.55983,0.934574,1.23016,1
-0.70016,-0.584011,-0.347364,-0.86789,-0.831413,-1.073437,-0.789592,0
-1.658347,-1.491497,-1.184418,-1.300538,-1.237286,-1.319875,-1.27117,0
-1.450045,-1.491497,-1.064838,-1.260743,-1.232777,-1.137328,-1.228044,0
-2.15827,-2.096488,-1.782313,-1.492373,-1.440223,-1.461348,-1.515553,0
-0.825141,-0.785674,-0.586522,-0.862788,-0.883275,-0.909145,-0.742872,0
-1.824988,-1.793993,-1.423576,-1.372986,-1.316206,-1.333566,-1.371798,0
-1.491705,-1.541913,-1.184418,-1.282171,-1.196699,-1.379202,-1.263982,0
-0.991782,-0.83609,-0.706101,-0.965848,-0.939646,-1.073437,-0.875845,0
-1.241744,-1.239417,-1.064838,-1.175029,-1.18768,-1.123637,-1.051944,0
0.341347,0.373892,0.370111,-0.005656,-0.082803,0.227207,0.062154,1
0.216366,0.424308,0.130953,-0.179123,-0.290249,-0.338687,0.198721,1
1.049571,1.130131,1.207164,1.052495,0.719924,1.144503,1.492512,1
0.299687,0.474724,0.370111,-0.064839,-0.087313,0.085733,0.026215,1
-0.408538,-0.331931,-0.227785,-0.63524,-0.684848,-0.585125,-0.494895,1
-0.283557,-0.281515,-0.347364,-0.570955,-0.515734,-0.667271,-0.466144,1
-0.533519,-0.584011,-0.466943,-0.640342,-0.610438,-0.662707,-0.59193,1
-2.033289,-2.046072,-1.423576,-1.432169,-1.386107,-1.292493,-1.414925,0
-2.908155,-2.802311,-2.021471,-1.627065,-1.573259,-1.589131,-1.626963,0
0.549648,0.676387,0.130953,0.457604,0.370422,0.7429,0.619203,1
0.674629,0.928467,1.087585,0.591276,0.494439,0.710955,0.69108,0
0.924591,1.079715,1.207164,1.107596,0.663553,1.135375,1.517669,1
0.674629,0.777219,0.48969,0.464747,0.047979,0.501026,0.834835,1
0.341347,0.424308,-0.108206,0.325973,0.124643,-0.283923,0.511387,1
-0.075256,-0.029435,-0.227785,-0.217898,-0.177507,-0.452779,-0.207386,1
1.007911,0.777219,1.80506,1.398409,0.841686,0.738337,2.8474,1
0.466328,0.474724,0.728848,0.160669,0.066017,0.300225,0.331694,1
0.424667,0.52514,0.609269,0.6025,-0.274465,-0.019231,1.445792,1
0.674629,0.575556,0.609269,0.463726,0.280228,0.610554,0.727019,1
0.674629,0.777219,0.48969,0.802498,0.769531,0.701828,0.295755,1
0.716289,0.777219,0.848427,0.848416,0.832667,1.062357,0.762958,1
1.674476,1.533458,1.685481,2.677986,1.310695,1.984216,5.50686,1
1.049571,1.38221,2.163797,1.884118,0.907077,0.993902,4.141191,1
1.674476,1.63429,1.207164,3.51267,3.207025,2.760039,3.494295,1
1.674476,1.684706,0.848427,2.643292,1.829311,2.472528,4.392762,1
1.299533,1.63429,1.565902,2.067789,1.197952,2.07549,2.955215,1
1.507835,1.533458,1.924639,2.351459,2.06607,1.167321,3.745866,1
1.299533,1.079715,0.848427,1.611672,0.690611,2.084617,2.739584,1
1.424514,1.432626,1.80506,2.30146,1.592551,3.289424,2.523952,1
0.049725,-0.130267,0.130953,-0.109736,-0.231623,-0.105941,0.116062,0
0.008065,0.27306,0.370111,0.482094,0.571104,0.478208,0.331694,0
-2.408231,-2.499815,-2.380208,-1.593392,-1.537182,-1.484166,-1.608993,0
-1.366725,-1.491497,-1.184418,-1.327068,-1.329735,-1.310747,-1.17773,0
-1.741667,-1.642745,-1.303997,-1.398496,-1.381597,-1.21491,-1.357423,0
-2.491552,-2.499815,-2.260629,-1.596453,-1.507869,-1.511548,-1.608993,0
0.466328,0.676387,0.250532,0.288218,0.115624,0.327607,0.798896,1
0.383007,0.726803,0.968006,0.225974,0.17876,0.177006,0.403571,1
0.966251,1.029299,0.848427,1.100454,0.701885,0.77941,2.380197,1
0.299687,0.424308,0.48969,0.397401,0.314051,0.797664,0.43951,1
0.79961,0.676387,0.848427,0.383115,0.343364,0.304789,0.619203,1
1.007911,1.029299,1.446323,1.507592,1.179914,1.701269,1.589547,1
0.79961,0.827635,1.207164,0.794335,0.839431,1.057793,0.834835,1
0.88293,0.726803,0.250532,0.456584,0.147192,1.418322,0.331694,1
0.88293,0.928467,1.087585,1.131065,0.814628,1.377249,1.014528,1
0.88293,0.726803,0.48969,0.75556,0.753747,1.409195,0.547326,1
0.507988,0.52514,0.728848,0.211689,0.02543,0.825046,0.367632,0
0.75795,0.726803,0.968006,0.674948,0.564339,0.327607,0.619203,1
0.716289,0.777219,0.728848,0.39536,0.268954,0.546663,0.870774,1
-1.408385,-1.340249,-1.303997,-1.242376,-1.205719,-1.100819,-0.63865,0
-0.116916,-0.079851,0.011373,-0.029125,0.449342,0.145061,-0.315202,1
-0.200237,-0.029435,0.370111,-0.115858,-0.060254,-0.247414,0.044185,1
-0.158577,0.02098,0.250532,-0.37708,-0.335346,-0.324996,-0.207386,1
0.966251,0.928467,1.087585,0.968822,0.383951,0.756591,1.625485,1
0.299687,0.424308,0.48969,0.19026,0.32758,-0.023795,0.152001,1
0.507988,0.52514,1.087585,0.19026,0.018665,0.295662,0.331694,1
-0.61684,-0.634426,-0.466943,-0.84136,-0.874255,-0.781362,-0.746466,0
-0.200237,-0.079851,0.609269,-0.007696,-0.475147,0.222643,0.331694,1
-0.200237,-0.079851,0.130953,-0.405651,-0.565341,-0.311305,-0.063631,1
0.049725,0.27306,0.728848,-0.027084,-0.274465,-0.233723,0.259816,1
-0.866801,-0.735258,-0.586522,-0.938298,-0.849452,-1.000418,-0.854282,0
-0.70016,-0.684842,0.011373,-0.707688,-0.781807,-0.658144,-0.566773,0
-0.74182,-0.684842,-0.706101,-0.916869,-0.946411,-0.872636,-0.854282,0
0.008065,0.071396,0.728848,0.007609,-0.378188,-0.110504,0.511387,1
-1.283404,-1.289833,-1.064838,-1.14952,-1.070428,-1.173837,-1.141791,0
-0.283557,-0.432763,0.130953,-0.396467,-0.720926,-0.165268,-0.135509,1
-1.575026,-1.592329,-1.184418,-1.321966,-1.280129,-1.269674,-1.285546,0
-0.908462,-0.83609,-0.82568,-0.915849,-0.901314,-0.931963,-0.854282,1
-0.200237,-0.029435,0.011373,-0.435242,-0.533773,-0.411706,-0.243325,0
-0.325218,-0.130267,0.48969,-0.344427,-0.50446,-0.480161,-0.027693,1
-0.61684,-0.584011,-0.227785,-0.752586,-0.835923,-0.635325,-0.746466,0
-0.991782,-1.08817,-0.466943,-1.030133,-1.050134,-1.009546,-0.926159,0
-0.450198,-0.483179,-0.108206,-0.668913,-0.869746,-0.598816,-0.530834,1
-0.908462,-1.037754,-0.227785,-1.038296,-1.032095,-0.959345,-0.962098,0
-0.6585,-0.83609,-0.347364,-0.762789,-0.815629,-0.621634,-0.710527,0
-0.450198,-0.584011,0.130953,-0.63524,-0.777297,-0.521234,-0.423018,1
-0.283557,-0.331931,0.250532,-0.516874,-0.628477,-0.334124,-0.351141,0
-0.6585,-0.533595,0.250532,-0.701566,-0.804355,-0.507543,-0.602711,1
-0.825141,-0.281515,-0.82568,-1.025031,-1.041114,-0.931963,-0.998036,1
-0.200237,-0.382347,-0.108206,-0.772993,-0.847197,-0.685526,-0.602711,0
-1.116763,-1.189002,-0.347364,-1.067888,-1.074937,-0.900018,-1.069914,0
-1.325064,-1.390665,-1.303997,-1.272987,-1.268854,-1.205783,-1.213668,0
0.466328,0.575556,0.609269,0.556582,0.201308,0.263716,0.798896,1
0.049725,0.071396,0.48969,-0.09341,-0.297014,-0.206341,0.044185,1
0.258026,0.373892,-0.108206,0.014752,-0.105351,-0.165268,0.259816,1
0.341347,0.323476,0.848427,0.150465,-0.222604,0.113115,0.619203,1
0.84127,0.978883,1.80506,1.258615,0.616201,0.971084,1.409853,1
-2.074949,-1.94524,-1.543155,-1.455638,-1.401891,-1.383766,-1.465239,0
-0.70016,-0.584011,-0.108206,-0.803605,-0.8021,-0.89089,-0.818343,1
-1.908308,-1.844408,-1.423576,-1.438292,-1.401891,-1.356384,-1.4293,0
-3.74136,-3.55855,-3.097683,-1.687268,-1.616101,-1.643895,-1.706028,0
-3.283097,-3.104806,-2.619367,-1.66482,-1.600317,-1.621076,-1.688059,0
-3.449738,-3.205638,-2.619367,-1.675023,-1.609337,-1.630204,-1.695246,0
-3.033136,-2.903143,-2.499788,-1.648493,-1.586788,-1.607385,-1.680871,0
0.341347,0.172228,0.48969,0.232097,-0.04447,0.345862,0.259816,1
-2.11661,-2.096488,-1.662734,-1.487271,-1.467281,-1.424839,-1.465239,0
-2.449892,-2.348568,-1.782313,-1.559719,-1.503359,-1.552621,-1.573055,0
-1.866648,-1.793993,-1.423576,-1.431149,-1.424439,-1.406584,-1.4293,0
-1.616686,-1.541913,-1.303997,-1.353599,-1.3365,-1.292493,-1.285546,0
-1.450045,-1.491497,-1.303997,-1.336252,-1.302677,-1.333566,-1.285546,1
-1.700007,-1.642745,-1.423576,-1.367884,-1.334245,-1.35182,-1.357423,1
-1.824988,-1.642745,-1.543155,-1.372986,-1.316206,-1.30162,-1.393362,0
-1.491705,-1.390665,-0.706101,-1.255641,-1.250816,-1.151019,-1.213668,0
-1.616686,-1.592329,-0.82568,-1.341354,-1.325226,-1.329002,-1.285546,0
0.549648,0.625971,0.968006,0.60148,0.275718,0.911756,0.870774,1
0.591308,0.474724,0.370111,0.47291,0.695121,0.327607,0.43951,1
0.424667,0.52514,1.087585,0.541277,0.40199,0.332171,0.762958,1
0.632969,0.878051,0.609269,0.842293,0.566594,0.884374,0.727019,1
0.299687,0.424308,0.848427,0.371891,0.108859,0.236334,0.942651,1
0.299687,0.424308,1.087585,0.492298,0.09533,-0.051177,1.23016,1
0.174706,0.52514,0.48969,0.140261,-0.082803,-0.137886,0.762958,1
0.924591,0.978883,0.728848,1.196371,1.107758,1.062357,0.906712,1
0.549648,0.676387,0.48969,0.556582,0.532771,0.683573,0.403571,1
0.133045,0.676387,0.370111,0.202505,0.156211,0.122242,0.152001,1
0.383007,0.323476,-0.347364,0.073935,0.036704,-0.073995,0.223878,1
-2.324911,-2.146904,-1.901892,-1.497475,-1.419929,-1.424839,-1.529928,0
-0.533519,-0.281515,-0.227785,-0.387284,-0.267701,-0.256541,-0.566773,1
-0.033596,0.424308,0.250532,0.135159,0.009646,0.049224,-0.027693,1
-1.450045,-1.340249,-0.706101,-1.094418,-1.068173,-1.068873,-1.06632,0
-0.450198,-0.180683,0.250532,-0.394427,-0.635241,-0.84069,0.116062,0
-0.61684,-0.483179,-0.347364,-0.671974,-0.702887,-0.735726,-0.494895,1
0.966251,1.180547,1.80506,1.939219,0.424539,0.957393,2.236442,1
0.549648,0.928467,1.446323,0.73107,0.237386,0.820483,0.942651,1
0.79961,0.777219,1.565902,0.796376,0.126898,0.637936,1.050467,1
0.88293,0.978883,2.044218,1.420858,0.904822,1.395504,1.517669,1
0.88293,1.079715,0.370111,0.878007,0.230621,0.149624,1.23016,1
1.091232,1.331794,1.80506,2.07187,1.727842,1.336176,2.488013,1
1.132892,1.230962,1.087585,1.060658,0.602672,0.587736,1.805179,1
0.716289,0.928467,2.402955,1.659631,0.77855,1.404631,3.242725,1
0.924591,1.180547,1.565902,1.337185,0.859725,1.194703,1.373915,1
-0.075256,0.172228,-0.108206,-0.238306,-0.418776,-0.183523,0.080123,1
0.091385,0.071396,1.087585,0.025977,-0.204565,-0.201777,0.43951,1
-1.366725,-1.239417,-0.82568,-1.198499,-1.207973,-1.128201,-1.17773,0
-0.075256,-0.281515,0.848427,0.260668,-0.154958,-0.206341,0.511387,1
0.091385,0.071396,0.728848,0.102506,-0.290249,0.145061,0.331694,1
0.049725,0.27306,0.370111,-0.264836,-0.321817,-0.19265,-0.243325,1
-0.241897,-0.079851,0.370111,-0.376059,-0.529263,-0.439088,-0.243325,1
-0.70016,-0.533595,-0.347364,-0.716872,-1.025331,-0.904581,-0.351141,0
0.091385,0.27306,0.48969,-0.037288,-0.1978,-0.010104,0.008246,1
0.133045,0.27306,0.968006,0.341279,0.108859,0.414317,0.619203,1
0.341347,0.978883,1.685481,0.913721,0.638749,0.898065,0.834835,1
0.716289,0.676387,0.609269,0.586174,0.309541,0.364117,0.547326,1
0.341347,0.474724,0.848427,0.375972,-0.078293,0.240898,0.798896,1
0.632969,0.878051,1.326744,0.466788,0.111114,0.085733,0.97859,1
-2.074949,-2.046072,-1.543155,-1.465842,-1.417675,-1.388329,-1.465239,0
-2.033289,-1.995656,-1.303997,-1.474005,-1.444733,-1.379202,-1.501178,0
-0.283557,-0.130267,0.011373,-0.570955,-0.621712,-0.484724,-0.63865,1
-1.283404,-1.289833,-0.82568,-1.213805,-1.212483,-1.11451,-1.17773,0
-0.991782,-1.037754,-1.064838,-0.980134,-0.96445,-0.831563,-0.998036,0
0.133045,0.27306,0.848427,0.129037,-0.168487,-0.060304,0.69108,1
-1.283404,-1.289833,-0.945259,-1.17707,-1.140328,-1.105382,-1.184917,0
-2.699853,-2.651063,-1.901892,-1.615841,-1.56424,-1.561749,-1.637744,0
-2.991475,-2.903143,-2.619367,-1.647473,-1.589043,-1.602822,-1.680871,0
1.007911,1.079715,2.402955,1.454531,0.503458,1.719524,2.128626,1
0.383007,0.27306,0.130953,0.156587,0.149447,0.501026,0.259816,1
0.88293,0.777219,1.207164,0.846375,0.469636,1.139939,1.086406,1
0.299687,0.323476,0.011373,0.290259,0.377187,0.218079,0.187939,1
0.591308,0.474724,1.326744,1.023924,0.451597,1.304231,0.762958,1
0.79961,0.625971,1.446323,0.809641,0.097585,0.815919,1.409853,1
0.88293,0.777219,0.848427,0.96168,0.334345,1.039538,1.589547,1
0.924591,1.281378,1.207164,0.843314,0.976977,0.610554,1.086406,1
-0.61684,-0.584011,-0.945259,-0.941359,-0.95994,-0.722035,-0.854282,1
0.466328,0.474724,0.370111,0.015773,-0.200055,-0.384324,0.583264,1
-1.616686,-1.541913,-1.064838,-1.340334,-1.322971,-1.415711,-1.285546,0
-2.783174,-2.651063,-2.380208,-1.6138,-1.546201,-1.589131,-1.608993,0
-1.575026,-1.441081,-0.82568,-1.238294,-1.198954,-1.137328,-1.17773,0
-1.408385,-1.340249,-1.184418,-1.179111,-1.18317,-1.16471,-1.141791,0
-0.116916,-0.079851,-0.227785,-0.3781,-0.402992,-0.128759,-0.243325,1
-1.366725,-1.138586,-0.82568,-1.199519,-1.230522,-1.16471,-1.033975,0
-1.366725,-1.289833,-1.184418,-1.231151,-1.221503,-1.283365,-1.069914,0
-1.033442,-0.83609,-0.466943,-1.041358,-1.016311,-1.132764,-1.033975,0
-1.866648,-1.894824,-1.423576,-1.444414,-1.4064,-1.265111,-1.465239,0
-2.408231,-2.348568,-2.380208,-1.547474,-1.469536,-1.511548,-1.573055,0
1.799456,1.936785,1.326744,2.337173,1.076191,2.080053,3.386479,1
0.79961,0.575556,1.207164,1.046373,0.952174,1.249467,0.834835,1
0.549648,0.424308,1.087585,0.926986,0.512478,0.870683,1.337976,1
0.79961,0.676387,1.087585,1.012699,1.105504,1.317922,0.655142,1
0.341347,0.424308,1.326744,0.356585,0.210328,0.637936,0.331694,1
0.424667,0.474724,0.130953,0.686173,0.999526,0.428008,0.43951,1
0.79961,1.029299,1.565902,1.058617,0.532771,0.6927,1.733301,1
0.79961,0.575556,1.087585,0.908619,0.990506,1.149066,0.583264,1
-0.158577,-0.331931,0.968006,-0.53218,-0.572105,-0.283923,-0.494895,1
-0.533519,0.172228,0.370111,-0.168919,-0.265446,-0.261105,0.008246,0
-0.283557,-0.180683,0.011373,-0.24851,-0.360149,0.345862,-0.423018,1
0.008065,0.121812,0.48969,-0.148511,-0.382698,-0.069431,0.259816,0
-1.533366,-1.491497,-1.423576,-1.283191,-1.259835,-1.141892,-1.321484,0
-1.241744,-1.037754,-0.586522,-1.137275,-1.205719,-0.973036,-1.069914,0
0.716289,0.878051,1.087585,0.661683,0.796589,1.003029,0.044185,0
0.383007,0.52514,0.011373,0.254545,0.392971,0.236334,0.044185,1
0.466328,0.474724,0.728848,0.206587,0.219347,0.715518,-0.135509,0
0.924591,1.079715,0.728848,0.91066,0.674827,0.961956,0.727019,1
0.674629,0.827635,0.968006,0.812702,0.544046,0.971084,0.798896,1
0.549648,0.575556,0.250532,0.34332,0.147192,0.596863,0.727019,1
1.049571,1.180547,0.848427,1.211677,1.130307,1.085175,1.481731,1
0.632969,0.726803,0.250532,0.408625,0.221602,0.820483,0.403571,1
0.79961,0.928467,0.848427,0.729029,0.627475,1.10343,0.798896,1
0.88293,1.079715,0.48969,0.382095,0.280228,0.578609,0.834835,1
0.466328,0.575556,0.130953,0.118833,0.365912,-0.137886,0.187939,1
0.466328,0.474724,-0.466943,0.49944,0.539536,0.847865,0.187939,1
0.88293,0.827635,0.968006,0.614745,0.444832,0.875247,0.547326,1
1.382854,1.533458,1.80506,1.816772,1.445986,1.080611,1.661424,1
1.049571,1.38221,0.609269,1.50453,1.376086,1.505032,1.266099,1
1.132892,1.583874,1.326744,1.901464,1.500102,1.331613,1.877056,1
1.299533,1.735122,1.446323,1.955545,1.017564,2.486219,2.595829,1
1.466174,1.684706,0.728848,0.982088,0.677082,1.217521,1.302037,1
1.341193,1.130131,0.250532,1.049434,0.469636,1.01672,1.158283,1
0.507988,0.424308,0.48969,0.506583,0.631985,0.975647,0.080123,1
0.341347,0.575556,0.848427,0.339238,0.135918,0.021842,0.942651,1
0.716289,0.878051,1.087585,0.570868,0.050233,1.212958,0.655142,1
0.674629,0.625971,0.968006,0.636173,0.072782,0.911756,1.050467,1
0.091385,0.121812,0.130953,-0.077083,-0.13241,0.076606,0.080123,1
-0.450198,-0.331931,-0.466943,-0.555649,-0.601419,-0.534925,-0.315202,1
0.174706,0.172228,-0.108206,0.032099,0.061508,0.26828,-0.027693,1
-0.575179,-0.382347,-0.82568,-0.68626,-0.646516,-0.512106,-0.746466,0
0.133045,0.121812,0.370111,-0.184225,-0.035451,-0.261105,-0.171447,1
