cv1,cv2,cv3,cv4,cv5
237,246,232,233,230
238,247,233,234,231
239,248,235,235,232
240,249,236,236,233
241,250,237,238,234
242,251,238,239,237
243,253,239,241,238
244,254,240,242,239
247,256,241,243,240
248,257,242,244,241
249,258,244,245,242
250,259,245,246,243
252,260,246,247,245
253,261,247,248,246
254,262,248,249,249
255,263,251,250,250
256,264,252,251,251
257,265,254,252,252
258,266,255,253,253
259,267,256,255,254
260,268,258,256,255
261,269,260,257,257
262,270,262,259,258
263,271,263,260,259
264,272,264,261,261
267,274,265,263,262
268,275,266,264,265
269,276,267,265,266
270,277,268,266,267
271,278,269,270,268
273,280,271,271,269
274,283,272,272,270
275,285,273,273,272
276,286,276,274,273
277,288,277,275,274
278,289,279,277,275
279,290,281,278,276
280,291,282,279,278
281,292,283,280,279
282,293,284,281,280
283,295,285,282,281
284,297,287,284,282
285,298,288,285,283
286,299,289,286,284
287,300,292,287,286
288,301,293,289,287
289,302,294,290,288
290,303,296,291,290
291,304,297,292,291
292,305,298,294,293
293,306,299,295,294
294,307,302,296,295
295,308,303,298,296
296,309,304,300,297
297,310,308,301,299
298,311,309,302,300
299,312,311,304,301
300,313,313,305,302
301,314,314,306,303
303,315,315,307,304
305,316,316,308,305
306,317,317,309,306
307,318,319,310,307
309,320,320,311,308
310,321,321,312,310
312,322,322,313,311
315,323,323,314,312
318,324,324,315,313
319,325,325,316,314
320,326,326,317,316
321,328,327,318,317
323,329,328,319,318
325,330,329,320,319
327,332,330,321,322
328,334,331,322,324
329,335,332,323,325
330,336,333,324,326
331,337,335,326,327
332,338,336,327,328
333,339,338,331,329
334,340,340,332,330
335,341,341,333,331
336,342,343,334,333
337,343,344,336,334
339,345,345,337,335
340,346,346,338,337
341,347,347,339,338
342,348,348,340,339
344,349,349,342,341
347,350,350,343,342
349,351,351,344,343
350,352,352,345,344
351,353,353,346,345
352,354,354,347,346
353,355,355,348,348
354,356,356,349,352
355,357,357,350,355
356,358,359,351,356
358,359,360,353,357
359,360,361,354,358
360,361,362,357,359
361,365,363,358,360
362,366,364,362,361
363,367,365,363,362
364,368,367,364,363
366,369,368,365,364
367,370,369,366,365
369,371,370,368,366
370,372,371,369,367
371,373,372,370,368
373,374,373,372,371
374,375,374,374,372
375,376,375,375,373
376,377,376,378,376
377,378,377,379,377
378,380,378,380,379
379,381,379,381,381
380,384,380,382,382
382,385,381,383,383
383,386,382,384,386
384,387,383,385,387
385,388,384,386,388
387,389,385,388,389
389,390,386,390,391
390,391,387,391,392
391,392,388,392,393
392,398,389,393,394
393,399,390,394,395
394,400,393,395,396
395,401,394,396,397
396,402,395,397,398
397,403,396,398,400
398,404,397,399,401
399,406,399,400,402
400,407,404,401,403
401,408,405,402,405
402,409,407,403,406
403,410,408,404,407
404,412,410,405,408
405,413,411,406,409
406,414,412,409,410
407,415,413,411,411
408,416,414,412,412
409,417,415,413,414
410,418,417,414,416
411,419,418,415,418
413,420,419,416,420
415,421,421,417,421
416,422,422,419,423
417,423,426,420,424
418,424,427,421,425
419,425,428,422,428
420,426,431,423,429
422,427,433,424,430
423,429,434,425,431
424,430,435,426,432
425,431,436,427,433
426,432,437,428,434
427,433,438,429,435
428,437,439,430,436
429,438,440,432,438
430,440,441,434,439
431,441,442,435,440
432,442,443,436,441
433,444,444,437,442
434,445,445,438,443
435,446,446,439,444
436,449,447,441,445
437,450,448,443,446
439,451,449,444,447
440,452,450,445,448
442,453,451,447,449
443,454,452,448,450
446,455,453,449,451
447,456,454,450,452
448,457,455,453,456
451,459,457,454,457
452,460,458,455,458
453,461,460,456,459
454,463,462,457,461
455,464,463,458,462
456,466,464,459,463
458,467,465,460,464
459,469,466,461,465
460,470,468,462,466
461,471,469,463,467
462,472,470,464,468
465,473,471,465,472
467,474,472,466,473
468,475,473,467,475
469,477,474,468,476
470,478,476,469,477
471,479,477,470,478
472,480,478,471,479
474,481,480,473,480
475,483,481,474,482
476,485,482,475,483
477,486,483,476,484
479,487,484,478,486
480,488,485,479,487
481,489,486,481,488
482,490,488,482,489
483,491,489,484,490
484,492,490,485,491
485,493,491,486,492
487,494,492,487,493
488,497,493,491,494
489,498,494,492,495
490,499,495,493,496
494,500,496,495,497
495,501,498,496,498
496,502,499,497,499
497,503,501,498,500
500,504,502,499,501
501,505,503,500,502
503,507,505,502,504
504,508,506,503,505
505,509,507,504,506
506,510,509,506,508
507,511,510,507,510
508,512,511,508,511
509,513,513,509,512
510,514,514,511,513
512,515,515,512,514
513,516,516,514,515
516,517,517,515,516
517,518,518,518,517
518,519,519,519,519
520,521,520,520,520
521,522,521,521,522
522,523,523,522,525
523,524,524,523,526
524,527,525,524,527
525,528,526,525,528
526,529,527,526,529
527,530,528,528,530
530,531,529,529,532
531,532,530,531,534
533,533,531,532,535
534,535,532,533,536
535,536,533,534,537
537,537,534,535,538
538,538,536,536,539
539,539,537,538,540
540,540,539,540,541
541,541,541,542,542
542,542,543,543,543
544,543,544,544,544
546,545,545,545,545
,,546,546,546
