A1,A2,A3,A4,A5,A6,A7,A8,Class
107.2109375,47.99310698,0.205301867,-0.096897697,6.444816054,31.75848658,5.381788556,29.44856745,0
122.7734375,54.68020878,0.168552534,-0.515920685,6.024247492,33.37774448,5.803338769,33.28325955,0
146.484375,50.37577301,-0.496183948,0.013135363,73.69732441,89.85929372,0.66295114,-1.248638834,0
131.8125,54.10662939,-0.148850574,-0.311542332,1.934782609,14.05617353,10.13281605,127.6165515,0
139.6171875,45.78330773,-0.19693617,-0.008129337,11.82859532,40.96062084,3.524196676,11.55591824,0
106.328125,49.72001442,0.517504501,0.232716824,1.18729097,10.44174983,15.45007329,317.409219,0
133.1796875,49.37506861,-0.075621494,0.066243211,3.783444816,23.12010433,7.335310208,59.34601816,0
123.78125,51.49513592,-0.016499516,-0.189112215,2.865384615,21.94340026,8.500666262,75.8727589,0
132.5078125,67.45310826,-0.231306664,-1.059229377,188.0794314,49.22589265,-1.390586203,1.731152391,0
115.8125,38.74410237,0.042842215,0.902368034,1.460702341,13.8672382,12.7849984,192.8037989,0
121.0234375,45.94807954,0.311997839,0.220758964,2.526755853,14.28771907,8.427850384,100.9300203,0
117.625,41.63982469,0.111465948,0.440448251,1.716555184,12.32519621,11.45828163,176.9196014,0
103.296875,50.21506238,0.087186106,-0.070587147,1.904682274,14.19180406,11.08642563,147.3403013,0
114.28125,44.97116046,0.259169899,0.539564523,1.211538462,11.05986601,15.83719842,303.6621765,0
97.859375,40.4858645,0.482313739,1.229244783,1.372073579,15.04156524,11.95906614,152.7848578,0
95.4921875,41.3629129,0.488027761,0.832154978,3.913043478,24.31198688,6.664272287,45.91564403,0
83.546875,38.49286853,0.418285401,2.097921018,2.448996656,14.87967034,9.155079075,109.0529691,0
121.4765625,41.51787357,-0.008793938,0.959709897,1.078595318,12.22136309,14.81036677,253.9052542,0
124.0546875,45.90416454,-0.026965672,-0.024383727,1.890468227,11.8224268,11.51349081,194.3162001,0
126.5078125,54.70203323,0.311723279,-0.23545352,3.14632107,17.50082162,8.550790643,90.93407059,0
107.984375,62.67949031,0.499147957,-0.951198188,6.444816054,26.39263855,5.234382859,31.53014292,0
121.3203125,44.1306536,0.274470344,0.633896616,1.12541806,11.97185898,13.37125945,216.4561201,0
142.2421875,50.31335342,-0.234186862,-0.541482368,16.55351171,51.44373469,3.002602161,7.538315386,0
120.265625,48.35504827,0.034306125,-0.295358564,127.3085284,95.28844238,-0.35694623,-1.635352841,0
131.9921875,46.32468566,0.071568777,-0.185215573,1.83361204,11.69554873,12.24079594,209.5485527,0
78.328125,44.29836858,0.5877942,0.935323988,4.084448161,22.03456677,6.190415453,42.05771153,0
139.7265625,56.01641986,0.12343521,-0.750111997,6.885451505,32.99069123,5.069128591,25.63596367,0
103.2265625,40.0285474,0.469162353,0.883946614,3.876254181,19.96991227,6.818651756,54.92699802,0
91.2734375,47.59246179,0.730329282,0.998716276,2.54264214,20.88859655,9.072424907,86.2698587,0
114.609375,49.99925537,0.118881465,0.023189738,1.877090301,14.94557944,11.08469234,146.8434768,0
133.0703125,46.01531396,0.269562998,-0.045585264,3.678093645,20.42719075,7.512515056,65.00396059,0
87.296875,39.98229283,0.671293465,1.500303972,0.748327759,10.51154989,17.56288883,352.3939983,0
117.5078125,47.59250796,0.197143786,-0.008046935,4.481605351,20.36482876,6.240173769,48.3574451,0
116.734375,48.44431152,0.070404365,-0.286502055,1.477424749,16.11295804,12.37455458,161.7997488,0
123.546875,69.39277468,0.060425107,-1.29079093,9.512541806,40.82928825,4.498688267,19.25873686,0
87.09375,41.42546724,0.416574732,0.981521189,2.555183946,20.15440726,9.495578044,97.48268757,0
127.765625,53.13286477,0.121560998,-0.253443723,3.423076923,20.69147311,6.899169056,52.47837357,0
123.859375,50.6531919,-0.070258904,-0.352481663,2.33361204,13.51030478,9.641643822,129.4053249,0
109.9140625,40.24942301,0.468384915,1.283944411,2.715719064,15.6379754,8.534385275,93.59203057,0
125.4609375,43.67760123,0.330902481,0.670239441,2.132107023,18.22649049,10.07741911,108.4727328,0
122.09375,49.05074501,0.232514001,-0.02207269,3.363712375,19.46171065,7.644429395,65.66424096,0
109.765625,46.21932841,-0.036676476,-0.368529553,4.096153846,22.22347621,7.608344924,65.16584961,0
83.8359375,34.82899684,0.838450466,3.489377087,8.639632107,33.05460266,4.242900757,18.79392429,0
105.7421875,46.42605783,0.227397978,0.040619823,8.261705686,35.60686358,4.411904141,18.89976615,0
126.328125,52.17415389,-0.054115317,-0.097100568,2.900501672,17.71842096,8.303748788,81.02410076,0
110.3046875,40.89345122,0.062788888,0.462445075,4.39548495,23.00436078,6.869967636,53.53843277,0
131.0390625,48.62458264,-0.29763664,-0.02057318,2.441471572,16.24758544,8.70281817,91.47717796,0
131.6640625,50.25377432,-0.11973079,-0.472867143,5.472408027,27.27041731,5.934484515,37.9641641,0
129.125,48.42923317,0.1706264,-0.057272873,4.244983278,24.3617734,6.51413007,45.66015781,0
124.171875,49.12183663,0.360750639,0.148151028,8.440635452,37.40223359,4.625331954,20.84458196,0
96.515625,41.61448523,0.460483269,0.778586495,2.305183946,18.1979456,9.493299466,99.6564699,0
109.2734375,43.18595599,0.313899289,0.87596966,2.010869565,18.99354887,10.61735033,118.0708248,0
134.453125,48.46565462,0.025583999,-0.236608364,1.913879599,14.51772442,11.51860515,167.9747034,0
117.3125,49.54350203,0.091304241,-0.278961194,1.617056856,12.72813924,11.90913812,178.1498461,0
101.859375,43.08036356,0.471081166,0.74740199,3.242474916,17.86135948,7.437448745,66.72946231,0
134.328125,56.66928585,-0.216374693,-0.467657593,1.070234114,12.24451622,13.67460039,215.8817395,0
113.96875,45.78651847,0.093161028,0.235490587,20.33361204,52.24981708,2.500739302,5.058425982,0
106.90625,45.96269505,0.535015854,0.813608171,4.220735786,21.49826402,6.822094411,54.52902256,0
125.6875,54.40067641,0.065459445,-0.538645611,3.986622074,23.02662749,6.475870018,45.20783029,0
86.8203125,38.40398612,0.768007764,1.759370438,2.101170569,16.60344986,10.44405588,123.7950425,0
143.46875,49.72061593,0.0723307,-0.253865826,200.458194,61.46919797,-2.545733541,5.311177309,0
114.0703125,44.03091662,0.282203332,0.474433092,5.722408027,28.83080965,5.446752574,30.54566811,0
117.6953125,47.61820138,0.111360296,0.187767463,3.345317726,20.66350053,8.693813268,85.27751693,0
106.5234375,55.4723981,0.305964484,-0.550319824,4.691471572,21.66557835,6.272318075,47.108828,0
125.734375,52.65772207,0.026516673,-0.429632907,4.850334448,29.93619483,6.361837308,40.25501275,0
78.6328125,35.12764027,1.092337979,3.961337326,3.927257525,24.69168871,6.799293337,47.78228864,0
148.1953125,53.6692793,-0.237560431,-0.118657829,172.1513378,94.88209374,-1.004613812,-0.716725214,0
117.2734375,40.9539976,0.3151508,0.796802957,2.245819398,14.39103124,10.12709773,132.1619633,0
140.9921875,52.42978878,-0.240785204,-0.487395509,0.968227425,9.341388136,19.03617062,469.5407905,0
134.71875,44.4284779,0.035439971,0.31422721,100.3645485,92.94734123,-0.073423523,-1.869605293,0
148.546875,46.89463912,-0.157453673,-0.087208473,3.091973244,21.19289263,8.40506515,76.18774214,0
117.4375,48.48094826,0.049956353,0.232404664,3.412207358,20.73341263,7.442761817,63.66071816,0
109.625,50.48328931,0.493712428,-0.032924264,2.010033445,16.1870308,10.96587252,138.1606909,0
126.1484375,51.74835291,-0.105236956,-0.477203193,3.12541806,23.00376564,8.136346013,69.11075646,0
81.71875,42.62077279,1.053642937,2.167798853,3.02090301,20.88506686,7.624971518,62.38173527,0
142.359375,56.10756054,-0.053614674,-0.605856295,2.071906355,17.1086391,9.299193255,95.00569537,0
127.703125,44.7088427,0.397614543,0.689477806,4.035117057,23.32177355,6.436587512,44.26356651,0
123.53125,54.47948833,0.17132872,-0.383514515,3.025919732,16.64342239,8.285539937,88.02772375,0
106.828125,46.80363056,0.362124031,0.396458113,1.913879599,12.71044029,10.96734829,163.4672034,0
91.171875,55.13238462,0.879048234,0.174486056,4.806856187,28.3260753,6.635071862,45.79978517,0
72.3203125,37.21935266,0.885005976,3.060119543,2.487458194,15.3319134,8.515076781,92.9009492,0
107.71875,43.39749732,0.421611972,0.459642094,1.569397993,14.94743409,11.5084333,147.0597071,0
120.2734375,44.4043415,0.178299756,0.426597943,2.671404682,15.02650562,8.48738922,95.72308904,0
108.7265625,50.21651789,0.190697021,0.089032936,1.308528428,11.48130489,12.89691608,223.872908,0
116.6328125,42.34011674,0.57606809,0.738851665,1.401337793,14.47669555,12.39015571,168.57891,0
127.140625,60.48149696,0.09564664,-1.02006732,17.38461538,55.21201972,3.212389549,8.971937642,0
111.4140625,51.35971904,0.203979579,-0.059454576,2.16638796,16.88877368,9.718908124,105.5028997,0
128.3359375,50.20384655,0.095737843,-0.065940749,2.431438127,14.25347983,8.875417058,107.3058654,0
139.8828125,49.81381289,-0.015066755,-0.277331017,3.870401338,20.78535213,6.675389905,50.13802998,0
132.03125,43.37534897,0.14504841,0.416096496,31.36705686,63.07553643,1.834521145,1.981333292,0
92.7734375,41.77585555,0.694228705,1.192460709,2.193979933,21.86388029,9.932928071,97.37352602,0
119.3125,47.29821449,-0.101247717,0.275694261,3.325250836,17.63738422,7.40122619,68.32711084,0
96.4609375,45.88196513,0.280990782,0.103932994,2.539297659,18.56812353,9.648781362,107.0390877,0
105.265625,51.27598189,0.194367607,-0.326842368,1.369565217,11.87739246,13.35302882,223.1951652,0
106.9453125,41.4569258,0.52218387,0.880553283,3.346153846,19.54517733,6.677801566,50.46048876,0
108.6875,42.38453986,0.096632756,0.594045508,2.739966555,15.35935569,8.331104294,91.69409172,0
161.6953125,48.17052369,-0.195356768,-0.128083072,2.651337793,18.7334678,8.533350994,80.02065268,0
141.9921875,51.46152933,-0.193751266,-0.338338342,0.532608696,10.10421152,20.94884214,463.046767,0
133.1171875,46.95170742,-0.078331749,-0.025763123,1.970735786,12.97398915,10.52478706,151.2808251,0
122.1171875,48.37429281,0.031772046,-0.003310549,2.631270903,16.74549783,8.152841515,80.52836096,0
96.4140625,35.04272556,0.361015398,2.391446134,1.319397993,12.87728257,12.67390134,187.3686969,0
106.7734375,52.00649221,0.214592301,-0.453809418,2.096153846,15.12146867,9.676235451,111.128099,0
103.4140625,50.99379977,0.52078705,0.162925437,1.878762542,15.18413791,10.93449285,139.9653436,0
93.2265625,38.99623677,0.658644046,1.880423913,3.640468227,23.26938724,7.385200331,58.21596095,0
124.9921875,46.71898973,0.555377116,0.017442658,4.204013378,23.22624332,7.099758474,56.01880932,0
128.625,53.00221104,0.213946025,-0.096616072,5.963210702,29.13049267,5.193418363,27.47401981,0
99.703125,44.12612594,0.562796637,0.944100565,3.513377926,24.01944561,7.416725164,57.05353532,0
83.015625,41.36234406,0.706535757,1.587603849,2.025919732,19.49783876,10.45725383,113.1657512,0
103.078125,43.49759501,0.490863601,0.619545662,1.984113712,18.54495348,9.997284617,104.0055893,0
103.015625,48.74054145,0.608944957,0.222095958,2.392976589,14.64876691,9.064520146,107.4462111,0
137.75,51.56731038,-0.204780636,-0.122476171,111.027592,77.89253858,-0.363839554,-1.348618574,0
126.4140625,50.79378151,-0.214395746,-0.021389706,3.409698997,22.95369862,7.723230903,62.7161395,0
103.9453125,49.67618717,0.263475883,0.27805082,2.52006689,14.25603546,8.937613104,109.4008961,0
128.8203125,52.22254566,-0.000740205,-0.404609174,3.005852843,19.85000103,8.897423816,89.22020232,0
140.171875,52.45431187,-0.06246272,-0.324978052,3.410535117,21.65253558,7.713617383,65.18627856,0
136.78125,52.19972724,-0.298781876,-0.193123701,3.510033445,22.30821046,7.611175157,63.63028444,0
127.9453125,52.74678731,0.224755174,-0.302191029,1.963210702,16.22888083,10.51159066,123.7103034,0
137.4609375,48.24982227,-0.072711561,-0.274906828,1.420568562,14.29986593,12.3738797,172.8077629,0
126.4921875,47.40434383,-0.059104993,0.311292894,3.204849498,18.02930567,7.947923724,75.09488149,0
96.9140625,53.89921546,0.464908179,-0.012716359,1.68812709,16.69429717,11.0051712,128.0154941,0
122.28125,42.40208159,-0.035343872,0.529026403,2.947324415,21.09533388,8.096812744,70.03126777,0
87.9296875,36.88118245,0.849846907,2.343288491,3.535953177,25.12516251,7.732316834,61.31965239,0
84.515625,40.46680437,0.85831476,1.721351994,1.641304348,13.69126615,11.38150687,156.3340068,0
119.2890625,55.44580016,0.098553244,-0.222804274,2.693143813,17.86338869,9.218986139,99.77149909,0
124.140625,45.73355824,0.215047065,0.183148003,14.48996656,48.17419687,3.059955851,7.520302715,0
115.8125,48.40272946,0.048011726,0.436778562,2.887123746,18.62685338,8.599309746,84.45184536,0
109.078125,46.32892074,0.275452828,0.182264839,3.75,24.80792856,7.300828138,55.36512494,0
112.5078125,48.80797772,0.171710078,-0.063509204,2.367056856,17.96726543,9.198791937,94.08911755,0
105.0859375,34.27645587,0.243585949,2.531542,0.866220736,10.20568548,17.20318935,361.0608983,0
110.5546875,44.32564308,0.246508163,0.7237131,3.596989967,18.55011627,6.995714249,59.47373054,0
134.84375,54.28015255,-0.091572807,-0.154085863,1.194816054,11.19071551,14.92906941,276.3481768,0
152.21875,54.58464435,-0.166916255,-0.437966195,0.685618729,9.458401825,20.29661941,480.7530292,0
148.25,44.53018639,-0.213224648,0.052532439,2.961538462,15.87193287,8.086048067,85.78354849,0
75.25,37.1020552,0.824453871,3.026351628,2.829431438,20.27988121,8.441652606,79.70441096,0
110.0703125,50.359052,0.178870706,-0.073289864,1.653846154,15.19633747,11.41016172,144.7708051,0
102.234375,48.65077793,0.142070082,0.063974358,1.361204013,11.83667985,14.67083617,262.2649737,0
84.2734375,38.39997454,0.662578662,1.778425245,2.984113712,16.69029062,8.407608491,86.91303647,0
120.1015625,51.0973091,0.398882025,-0.115295817,4.304347826,22.62403969,6.077343048,40.33442668,0
100.6796875,55.506747,0.529025542,-0.05760713,3.084448161,18.15186933,8.423090762,83.6573353,0
116.8984375,51.77880235,0.43124527,-0.200355639,2.382107023,13.94147997,9.393027783,121.4607189,0
124.1328125,56.44914347,0.06641715,-0.231240171,2.154682274,14.10556188,10.05273116,128.5765366,0
107.703125,44.72631345,0.372695909,0.390774775,2.598662207,17.14504711,8.498741192,85.01391793,0
117.78125,62.81022228,0.133692697,-0.916556423,3.718227425,21.82420725,6.740223826,49.24447955,0
126.4765625,73.82474653,-0.005948035,-1.426008479,117.979097,82.75951621,-0.448102908,-1.384439296,0
105.2890625,47.9627382,0.428424387,0.460021862,2.764214047,16.14145011,9.135996278,105.128417,0
113.3046875,49.47988205,0.010031245,-0.087848938,1.93812709,17.78060792,10.34715643,115.2600475,0
86.0390625,39.64853448,0.811157722,1.959578216,2.303511706,16.43159595,9.327166334,102.2156645,0
117.8984375,44.92612684,0.650320527,1.108855452,7.095317726,28.67991871,4.732627183,24.49013592,0
134.3671875,54.31690447,-0.051239878,-0.495109139,22.61622074,60.24565684,2.443981218,4.365741512,0
114.5859375,41.85811737,0.356712574,0.743170145,5.742474916,30.06103994,5.719862298,33.4575395,0
126.7890625,38.0393818,0.14177705,1.248204205,5.522575251,28.68500929,5.577820732,31.80551555,0
141.0546875,49.37093474,0.054227081,-0.320058507,3.943979933,21.41166122,7.038056647,55.35980728,0
124.015625,52.70169358,0.179369797,0.230985917,2.372909699,13.60834396,9.649481619,130.0941166,0
83.4921875,39.48377754,0.76420695,1.727826961,2.129598662,14.75289531,8.896719658,101.7143566,0
121.109375,56.34994376,0.119964408,-0.520648313,2.453177258,16.64252265,8.015179179,76.33671377,0
112.0234375,44.52623258,0.207140254,-0.020172004,3.633779264,25.01691059,7.213329723,52.74660947,0
127.1875,46.85712159,0.090197773,0.388836082,1.827759197,12.47118815,11.08330353,168.4762318,0
123.8125,53.13981411,0.063092724,-0.501464249,1.472408027,12.92388605,11.88623531,173.336389,0
119.5234375,39.25019205,0.346185698,1.073313375,1.647993311,13.61513535,11.96068588,170.3641372,0
117.4921875,51.13202826,0.093847103,-0.171552177,3.008361204,22.90298568,8.25637235,70.31208045,0
123.171875,46.18324733,0.11926277,0.526146123,0.988294314,11.32079494,14.76318729,261.5906109,0
86.3515625,36.7994119,0.66073318,2.482988328,2.297658863,18.68033398,9.247696461,91.88405296,0
89.265625,43.09772405,0.531236184,0.969646456,13.14799331,41.48284899,3.140735421,8.6910732,0
101.8984375,50.42024021,0.461757973,0.376135992,3.197324415,23.87224623,8.232432717,70.31454702,0
93.9375,37.64342365,0.284481419,1.655723779,1.75,16.78773267,11.06509167,133.2348717,0
113.53125,48.21532716,0.68131465,0.50671968,15.02173913,45.35233153,3.125415462,8.845056385,0
95.078125,36.05716151,0.462347583,1.80376066,3.413879599,20.04576974,7.694010985,68.43416198,0
129.3046875,50.73330369,0.019568507,-0.339842585,2.275919732,14.24771725,9.629046948,120.2956246,0
107.2578125,39.49648839,0.465881961,1.162877124,4.079431438,24.98041798,7.397079948,57.78473789,0
135.140625,51.37526374,0.065376829,-0.380263523,8.008361204,33.69784979,4.853932979,24.22027743,0
114.3359375,50.64031826,0.265629333,-0.031477925,1.665551839,15.6908421,11.10610613,136.3021759,0
105.4140625,47.83900856,0.28010961,0.026061998,2.454849498,15.8596626,9.553135823,111.3496144,0
93.25,36.22801057,0.57210499,2.247330641,2.183110368,13.73016657,9.692628589,125.8549055,0
113.515625,52.72644385,0.410962049,-0.311022532,3.266722408,17.57301813,7.135802642,63.39535468,0
113.1875,53.31315943,0.251100857,-0.304128023,6.027591973,32.81429059,5.609863784,30.93405643,0
111.2734375,47.38204348,0.123954784,0.229900707,1.93645485,12.79714285,11.65036802,183.9581758,0
99.015625,44.55579094,0.441214347,0.413004355,2.581939799,21.05616335,8.825088022,81.3105205,0
119.296875,54.52842713,-0.071348336,-0.498335458,13.26505017,38.25843928,2.948296241,8.218368844,0
133.8828125,50.47270628,0.00392551,-0.475803565,2.816889632,22.16793043,8.715393525,78.49212012,0
130.0,51.4965108,-0.290269289,-0.068445953,2.574414716,21.20189572,9.405303588,92.18473286,0
114.390625,40.90351344,0.354618003,1.047575661,2.402173913,17.55196666,10.43391376,122.8817864,0
130.3359375,50.01550968,0.093184385,-0.26789413,5.830267559,24.46187643,5.240569405,31.12963309,0
107.25,46.06025266,0.329787302,0.297344961,1.529264214,10.67394445,14.02663316,280.8273375,0
104.609375,41.74349395,0.407708092,0.569563793,111.4657191,91.16128158,-0.181153197,-1.603468336,0
115.5078125,48.40228496,0.233385728,-0.040901528,2.215719064,13.25200636,9.803138002,135.1139218,0
106.3359375,45.05002035,0.418645099,0.603995884,1.200668896,12.38856143,13.30645184,209.41199,0
117.046875,51.97728761,0.175155919,-0.223755887,3.091137124,15.97387777,7.50088876,76.03836498,0
98.9375,38.06527084,0.5881948,1.755206755,1.622909699,14.49163443,12.12888424,172.8495794,0
108.0390625,51.91615872,0.044885365,-0.605976502,1.06187291,14.91591318,14.77508523,223.1252213,0
102.84375,47.44889315,0.817369565,0.575449851,14.9632107,46.42127854,3.068199317,8.16513331,0
126.484375,56.01771265,0.169451782,-0.401387104,2.352006689,17.94549545,8.886485939,87.33774991,0
84.3828125,40.46625158,0.51994976,1.315007355,4.886287625,24.41760658,6.332482305,43.88876846,0
84.2109375,37.92955072,0.552708748,2.295734651,6.783444816,31.89052805,5.097862541,26.71169239,0
124.6328125,52.36036059,0.050397182,-0.357757414,0.718227425,8.982147038,21.26401138,552.7614784,0
112.4140625,56.81391326,0.044618719,-0.48807664,1.372909699,10.00667345,15.73740134,353.2459666,0
122.3515625,42.69049035,0.410071984,0.609219306,2.143812709,18.88681443,10.44721158,116.9647278,0
120.65625,51.58313034,-0.034870191,-0.558206552,2.632107023,14.8454166,8.495826329,97.46492934,0
111.4921875,44.29764315,0.412766448,0.522884156,3.605351171,25.86092412,7.55054023,57.52957314,0
127.8515625,44.83495599,0.123822206,0.61808566,9.893812709,37.84702878,3.983229575,15.36590039,0
100.4765625,44.47997528,0.616799047,1.100303639,10.8361204,41.87557098,3.938706438,14.57069724,0
104.140625,42.30889652,0.429565885,1.305488503,3.326923077,19.56870183,6.953734688,54.13663167,0
106.9609375,36.39956266,0.238104896,1.261039799,1.58361204,11.71200677,12.71383638,215.2375419,0
99.7265625,43.12386137,0.522206729,1.270061887,4.114548495,27.31586739,7.190073421,52.49807398,0
99.234375,35.06366629,0.726566983,2.562200979,1.484949833,11.28946919,13.04579803,235.2175358,0
110.28125,53.61522893,0.134786079,-0.416735137,1.380434783,15.1592412,12.61715608,171.1505281,0
121.515625,52.12229975,0.128542831,-0.268948999,3.671404682,23.20134824,7.236287728,55.45171214,0
87.75,41.27139597,0.441939386,1.082587568,1.950668896,12.4903337,10.86929837,165.5180949,0
94.1171875,48.07913742,0.343813056,0.077112154,1.918896321,15.64769777,10.2393209,120.1072263,0
94.09375,42.43495712,0.791721827,1.601201316,5.948996656,28.5181672,5.535976483,31.72988858,0
91.765625,34.51957877,0.782088391,2.935618209,4.098662207,20.01321382,6.489115564,50.09922773,0
105.265625,36.1724352,0.360280313,1.910209047,2.556856187,15.69342399,9.751282302,125.108647,0
101.96875,51.31260467,0.538338094,0.269931371,3.629598662,19.18334597,7.201465495,62.03406397,0
133.078125,43.49005083,0.042732841,0.488896579,2.276755853,14.97789324,9.120845475,103.8768711,0
102.6171875,53.1823398,0.301665073,-0.363831792,0.97909699,10.38612712,16.05323377,328.4932713,0
98.125,51.83311562,0.278747284,-0.2143049,2.593645485,20.55941125,9.221708243,88.25036284,0
145.6796875,49.51135185,-0.283641792,-0.346911226,3.418896321,18.16914979,7.23726275,64.90038251,0
112.125,49.66387017,0.314787214,-0.003264674,1.255016722,14.1873283,12.80815126,178.5235591,0
110.1953125,47.76489601,0.267874643,0.367748029,12.90551839,41.75890672,3.390355978,10.96389483,0
135.21875,51.80084119,0.054533326,-0.236347869,2.392140468,18.86798633,9.019433167,88.58299581,0
111.6796875,48.30614182,0.312550357,0.085359683,9.002508361,34.23027216,3.976067868,15.45254691,0
138.28125,51.35673908,-0.259409179,-0.245881425,3.095317726,16.63641123,7.771158504,76.80054064,0
118.3984375,41.91422414,0.061408697,0.449960967,1.683946488,10.99294893,13.13261447,250.7454879,0
135.734375,48.49637299,-0.01788884,-0.115854459,3.336956522,20.43087715,9.055666607,93.27800563,0
99.6796875,51.39308283,0.510868943,-0.402029118,5.703177258,23.60997939,5.285568185,32.43965916,0
159.625,51.49029035,-0.335890862,-0.163431088,3.028428094,17.97534156,7.585322926,67.94392416,0
128.0703125,51.27989732,-0.051498914,-0.373343242,1.985785953,13.31276572,10.90495572,152.9019579,0
130.578125,53.08669345,-0.07796776,-0.324658671,2.025083612,17.95570655,10.61992081,119.3531938,0
113.9296875,48.35855399,0.131681121,-0.334101445,2.032608696,14.78292562,10.20110969,125.746464,0
109.6171875,49.1530011,0.349827943,0.225565887,1.442307692,11.72436431,12.99718071,219.9046265,0
110.2890625,41.71221201,0.383477714,1.257880018,3.513377926,19.12983246,7.126489704,62.06974815,0
108.6875,47.83822837,0.406307396,0.291300851,3.504180602,20.13215076,7.858027286,71.54608737,0
125.171875,45.76879897,-0.017724147,-0.059648421,2.177257525,12.92104986,10.30560312,150.020585,0
113.484375,52.28452573,0.003623994,-0.224286337,121.1563545,77.37033474,-0.864506151,-1.102026995,0
75.546875,33.80432188,1.077190595,5.024512049,1.703177258,12.87863427,11.32952579,165.4864103,0
138.5078125,54.19870791,-0.171168813,-0.162973618,4.260869565,25.44888984,7.110818598,53.37227689,0
151.125,44.28335607,0.12931893,0.468622972,2.255016722,19.49498735,9.315669105,90.50487849,0
119.6171875,56.5420365,0.329272361,-0.321367122,3.281772575,21.00095639,7.757080276,66.08406632,0
124.546875,49.49066506,-0.116963721,-0.637538531,2.343645485,13.47305504,9.56353674,128.2210244,0
113.53125,50.96750458,0.135728171,-0.061250561,2.410535117,15.97477703,9.453013675,111.189172,0
117.640625,43.43398985,0.251669643,0.616940842,3.101170569,20.88383139,8.211163341,72.98113927,0
114.75,46.99118933,0.28152828,0.115952219,8.719063545,35.91214202,4.736747737,22.74443427,0
104.2890625,54.38680222,0.147797022,-0.485781878,3.431438127,23.02887126,9.024085766,85.43487055,0
